idx,IKN_addr,general,pediatric,specialist,Y_lat,X_long,med_indicator,chip_indicator,hygienist_for_general,hygienist_for_pediatric
161,"1010 GREENTREE RD,PITTSBURGH,PA,15220-3121",0.5,0.0,0.0,40.416337,-80.04504852,0,1,1.0,0.0
162,"1010 JEFFERSON ST,LATROBE,PA,15650-1856",0.0,0.0,0.25,40.31484156,-79.38426541,0,1,0.0,0.0
163,"10101 ACADEMY RD STE 203,PHILADELPHIA,PA,19114-1120",0.0,0.0,1.5,40.07906363,-74.99826835,0,1,0.0,0.0
164,"10101 ACADEMY RD STE 204,PHILADELPHIA,PA,19114-1120",3.0,0.0,1.1666666666666663,40.07906363,-74.99826835,0,1,6.0,0.0
165,"10101 ACADEMY RD,PHILADELPHIA,PA,19114-1120",2.0,0.0,0.5833333333333334,40.07906363,-74.99826835,0,1,4.0,0.0
166,"10107 VERREE RD,PHILADELPHIA,PA,19116-3613",0.3333333333333333,0.0,0.0,40.10602984,-75.03091383,0,1,0.6666666666666666,0.0
167,"10108 BUSTLETON AVE,PHILADELPHIA,PA,19116-3704",3.0396825396825395,0.0,0.3666666666666667,40.10396034,-75.02820143,0,1,6.079365079365079,0.0
168,"1011 N BROAD ST,LANSDALE,PA,19446-1101",1.0,0.0,0.0,40.24947824,-75.27590946,0,1,2.0,0.0
169,"1011 W BALTIMORE PIKE STE 311,WEST GROVE,PA,19390-9404",0.5,0.0,0.0,39.82263751,-75.88909795,0,1,1.0,0.0
170,"1012 BIGLER AVE,NORTHERN CAMBRIA,PA,15714",0.5,0.0,0.0,40.63945448,-78.76382374,0,1,1.0,0.0
171,"10125 VERREE RD STE 106,PHILADELPHIA,PA,19116-3611",0.0625,0.0,0.0,40.10620324,-75.03064799,0,1,0.125,0.0
172,"10125 VERREE RD STE 204,PHILADELPHIA,PA,19116-3674",1.0,0.0,0.0,40.10620324,-75.03064799,0,1,2.0,0.0
173,"1014 SHEFFIELD ST,PITTSBURGH,PA,15233-1533",0.3333333333333333,0.0,0.0,40.45391418,-80.02060682,0,1,0.6666666666666666,0.0
174,"1015 CHESTNUT ST STE 1117,PHILADELPHIA,PA,19107-4334",1.0,0.0,0.0,39.95012035,-75.15770666,0,1,2.0,0.0
175,"1015 COURT YARD PLZ,LATROBE,PA,15650-1838",2.0,0.0,0.0,40.31569527,-79.38381547,0,1,4.0,0.0
176,"1015 S 13TH ST,ALTOONA,PA,16602-6013",1.0,0.0,0.0,40.5047368,-78.38450692,0,1,2.0,0.0
177,"10154 WOODBURY DR,WEXFORD,PA,15090-9580",0.6384615384615384,0.0,1.0,40.59639056,-80.05841578,0,1,1.2769230769230768,0.0
178,"1016 HEDY LYNN DR,IRWIN,PA,15642-1729",0.6,0.0,0.0,40.33235435,-79.76648224,0,1,1.2,0.0
179,"1016 HEDY LYNN DR,NORTH HUNTINGDON,PA,15642-1729",0.5,0.0,0.0,40.33235435,-79.76648224,0,1,1.0,0.0
