id,,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
1400000US22015010400,,"Census Tract 104, Bossier Parish, Louisiana",48,5,50,38,0,9,0,0,0,0,0,0,84,8,31,25,0,0,10,0,0,10,0,0,0,105,49,8,24,8,0,0,0,9,7,0,0,0,294,36.5,8.5,0,339,
1400000US22015010500,,"Census Tract 105, Bossier Parish, Louisiana",70,199,29,0,0,0,9,0,67,0,11,47,462,43,58,0,0,30,26,0,0,191,27,17,70,317,10,8,51,8,0,77,0,11,64,49,12,27,506,284,237,184,1211,
1400000US22015010601,,"Census Tract 106.01, Bossier Parish, Louisiana",210,0,137,15,81,114,48,0,46,25,32,0,544,126,58,43,92,0,0,77,0,75,73,0,0,677,190,133,43,49,59,0,0,0,146,48,0,9,1236,372.5,279.5,41,1929,
1400000US22015010602,,"Census Tract 106.02, Bossier Parish, Louisiana",115,0,0,0,43,33,26,0,158,0,0,0,279,149,67,0,0,6,0,0,0,52,5,0,0,72,44,0,0,0,21,0,0,0,0,7,0,0,445,164,117,0,726,
1400000US22015010701,,"Census Tract 107.01, Bossier Parish, Louisiana",0,0,0,40,0,0,0,0,57,144,0,0,348,48,0,0,78,14,0,0,39,34,135,0,0,223,82,0,0,18,123,0,0,0,0,0,0,0,403,84.5,324.5,0,812,
1400000US22015010702,,"Census Tract 107.02, Bossier Parish, Louisiana",49,0,25,25,37,111,0,0,34,0,80,0,432,110,64,0,21,25,71,0,0,91,22,28,0,440,31,74,38,61,63,41,0,0,72,14,33,13,623,321.5,134.5,154,1233,
1400000US22015010801,,"Census Tract 108.01, Bossier Parish, Louisiana",98,9,124,9,0,27,11,0,0,6,70,0,332,105,8,109,0,11,0,18,0,55,10,0,16,163,67,0,50,0,18,0,9,0,19,0,0,0,608,102,53,86,849,
1400000US22015010804,,"Census Tract 108.04, Bossier Parish, Louisiana",0,0,0,164,7,81,24,0,161,226,46,92,817,0,0,72,33,55,107,38,0,273,93,62,84,498,24,0,52,13,0,101,0,0,113,109,81,5,420,624.5,701.5,370,2116,
1400000US22015010805,,"Census Tract 108.05, Bossier Parish, Louisiana",0,91,17,8,0,0,0,0,27,0,0,56,111,9,0,11,0,0,31,0,0,60,0,0,0,110,0,0,0,0,36,0,0,0,74,0,0,0,172,111.5,80.5,56,420,
1400000US22015010806,,"Census Tract 108.06, Bossier Parish, Louisiana",0,0,0,0,29,8,0,0,68,99,42,31,347,40,0,9,6,79,0,0,0,65,31,63,54,311,40,0,0,7,61,0,29,0,23,120,0,31,271,115,328,221,935,
