IKN_addr,general_med,general_chip,pediatric_med,pediatric_chip,specialist_med,specialist_chip,Y_med,X_med,Y_chip,X_chip,med_indicator_med,chip_indicator_med,med_indicator_chip,chip_indicator_chip
"1100 HIGHWAY 25 N STE 1,BUFFALO,MN,55313-2024",1.0,1.0,0.0,0.0,0.0,0.0,45.18457099,-93.87596255,45.18457099,-93.87596255,1,0,0,1
"11004 CEDAR LAKE RD,HOPKINS,MN,55305",0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,44.95285923,-93.41667628,44.95285923,-93.41667628,1,0,0,1
"1101 1ST ST S STE 3,WILLMAR,MN,56201-3500",2.0,2.0,0.0,0.0,0.0,0.0,45.11277955,-95.04266507,45.11277955,-95.04266507,1,0,0,1
"1101 1ST ST S,WILLMAR,MN,56201-3592",1.0,1.0,0.0,0.0,0.7333333333333334,0.6666666666666666,45.11277955,-95.04266507,45.11277955,-95.04266507,1,0,0,1
"1101 2ND ST S,SARTELL,MN,56377",0.1111111111111111,0.16666666666666666,0.0,0.0,0.0,0.0,45.61555646,-94.22810342,45.61555646,-94.22810342,1,0,0,1
"1101 BROADWAY AVE N,ROCHESTER,MN,55906-6841",0.0,0.0,0.0,0.0,0.6666666666666666,0.5,44.03423699,-92.4630487,44.03423699,-92.4630487,1,0,0,1
"1101 N BROADWAY,ROCHESTER,MN,55906",0.0,0.0,0.0,0.0,0.3333333333333333,0.5,44.03423699,-92.4630487,44.03423699,-92.4630487,1,0,0,1
"110650 VILLAGE RD,CHASKA,MN,55318-1354",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,44.82549209,-93.6091897,44.82549209,-93.6091897,1,0,0,1
"1108 WESTERN AVE,FERGUS FALLS,MN,56537",1.0,1.0,0.0,0.0,0.0,0.0,46.29435241,-96.11838075,46.29435241,-96.11838075,1,0,0,1
"1109 MOORE LAKE DR E,FRIDLEY,MN,55432-5171",0.3859649122807017,0.3859649122807017,0.0,0.0,0.0,0.0,45.08164095,-93.23994717,45.08164095,-93.23994717,1,0,0,1
"11091 JASON AVE NE STE 3,ALBERTVILLE,MN,55301-4703",3.6431698162684536,3.661824434032125,0.0,0.0,0.0,0.0,45.22471752,-93.66551163,45.22471752,-93.66551163,1,0,0,1
"11091 JASON AVE NE,ALBERTVILLE,MN,55301",0.022727272727272728,0.02325581395348837,0.0,0.0,0.0,0.0,45.22471752,-93.66551163,45.22471752,-93.66551163,1,0,0,1
"111 HUNDERTMARK RD STE 304N,CHASKA,MN,55318-1587",1.6818181818181817,1.625,1.25,1.3333333333333333,0.0,0.0,44.81957898,-93.60118449,44.81957898,-93.60118449,1,0,0,1
"111 MAIN AVE W,DEER RIVER,MN,56636-8757",2.0,2.0,0.0,0.0,0.0,0.0,47.33531046,-93.79889851,47.33531046,-93.79889851,1,0,0,1
"111 RIVERFRONT STE 201,WINONA,MN,55987-3456",0.0,0.0,0.0,0.0,2.0,2.0,44.05347799,-91.63353887,44.05347799,-91.63353887,1,0,0,1
"111 STAR ST,MANKATO,MN,56001",1.0,1.0,0.0,0.0,0.0,0.0,44.16777814,-93.9604957,44.16777814,-93.9604957,1,0,0,1
"1111 HIGHWAY 73,MOOSE LAKE,MN,55767",1.0,1.0,0.0,0.0,0.0,0.0,46.45451892,-92.77235807,46.45451892,-92.77235807,1,0,0,1
"1114 E 23RD ST,HIBBING,MN,55746-1968",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,47.42409951,-92.92792219,47.42409951,-92.92792219,1,0,0,1
"11183 205TH ST W,LAKEVILLE,MN,55044",1.0,1.0,0.0,0.0,0.0,0.0,44.65284348,-93.29156247,44.65284348,-93.29156247,1,0,0,1
"112 7TH AVE S,SOUTH SAINT PAUL,MN,55075-2202",0.43859649122807015,0.3958333333333333,0.0,0.0,0.0,0.0,44.890137,-93.04248125,44.890137,-93.04248125,1,0,0,1
"112 SAINT OLAF AVE S,CANBY,MN,56220-1433",0.25,0.3333333333333333,0.0,0.0,0.0,0.0,44.70772369,-96.27766985,44.70772369,-96.27766985,1,0,0,1
"112 W MAIN ST,CROSBY,MN,56441-1424",1.25,1.25,0.0,0.0,0.0,0.0,46.48234303,-93.95489634,46.48234303,-93.95489634,1,0,0,1
"1120 15TH AVE S,SAINT CLOUD,MN,56301-5405",0.02696278604652984,0.027044972198163292,0.0,0.0,0.0,0.0,45.54750139,-94.16858084,45.54750139,-94.16858084,1,0,0,1
"1120 BIRCH ST,FAIRMONT,MN,56031",0.5,0.5,0.0,0.0,0.0,0.0,43.64182182,-94.4501547,43.64182182,-94.4501547,1,0,0,1
"1120 BIRCH ST,FAIRMONT,MN,56031-4418",0.5,0.5,0.0,0.0,0.0,0.0,43.64182182,-94.4501547,43.64182182,-94.4501547,1,0,0,1
"1121 2ND ST S STE 102,SARTELL,MN,56377-2190",2.6666666666666665,2.6666666666666665,0.0,0.0,0.0,0.0,45.61557251,-94.22923088,45.61557251,-94.22923088,1,0,0,1
"1121 2ND ST S,SARTELL,MN,56377",0.8333333333333333,0.8333333333333333,0.0,0.0,0.0,0.0,45.61557251,-94.22923088,45.61557251,-94.22923088,1,0,0,1
"1121 E 46TH ST,MINNEAPOLIS,MN,55407-3562",0.012466987727202113,0.012549173878835564,0.0,0.0,0.0,0.0,44.91962131,-93.25847364,44.91962131,-93.25847364,1,0,0,1
"1121 PEBBLE LAKE RD,FERGUS FALLS,MN,56537-3807",4.383333333333333,4.383333333333333,0.0,0.0,0.0,0.0,46.27230579,-96.05668287,46.27230579,-96.05668287,1,0,0,1
"1121 SE 4TH AVE,GRAND RAPIDS,MN,55744-3956",2.0,2.0,0.0,0.0,0.0,0.0,47.21931922,-93.5233134,47.21931922,-93.5233134,1,0,0,1
"1121 TOWN CENTRE DR STE 200,EAGAN,MN,55123-1217",0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,44.8313494,-93.14842581,44.8313494,-93.14842581,1,0,0,1
"1121 TOWN CENTRE DR,SAINT PAUL,MN,55123",0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,44.8313494,-93.14842581,44.8313494,-93.14842581,1,0,0,1
"11237 FOLEY BLVD NW,COON RAPIDS,MN,55448-3389",1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,45.17436549,-93.27653501,45.17436549,-93.27653501,1,0,0,1
"11240 STILLWATER BLVD N,LAKE ELMO,MN,55042-9321",1.2527092766624874,1.3646091297919298,0.0,0.0,0.0,0.0,45.00354089,-92.87759617,45.00354089,-92.87759617,1,0,0,1
"1125 SILVER LAKE RD NW,NEW BRIGHTON,MN,55112-6324",0.6666666666666666,0.5,0.0,0.0,0.0,0.0,45.06679945,-93.21845547,45.06679945,-93.21845547,1,0,0,1
"1125 SILVER LAKE RD NW,SAINT PAUL,MN,55112",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,45.06679945,-93.21845547,45.06679945,-93.21845547,1,0,0,1
"1126 IVES AVE N,GLENCOE,MN,55336-2226",4.0,4.0,0.0,0.0,0.0,0.0,44.77043009,-94.15032045,44.77043009,-94.15032045,1,0,0,1
"11269 JEFFERSON HWY N,CHAMPLIN,MN,55316",0.6666666666666666,1.0,0.0,0.0,0.0,0.0,45.1583628,-93.39413796,45.1583628,-93.39413796,1,0,0,1
"113 NORTHTOWN DR NE,MINNEAPOLIS,MN,55434",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,45.12931582,-93.2614968,45.12931582,-93.2614968,1,0,0,1
"113 W CENTER ST,LAKE CITY,MN,55041-1635",1.0,1.0,0.0,0.0,0.0,0.0,44.44837814,-92.26600173,44.44837814,-92.26600173,1,0,0,1
"11301 FOUNTAINS DR,MAPLE GROVE,MN,55369-7200",1.6666666666666663,1.75,0.0,0.0,0.6666666666666666,0.5,45.09144857,-93.42358129,45.09144857,-93.42358129,1,0,0,1
"1131 6TH ST NW,ROCHESTER,MN,55901",1.0,1.0,0.0,0.0,0.0,0.0,44.02915246,-92.47956236,44.02915246,-92.47956236,1,0,0,1
"1136 WASHINGTON AVE,DETROIT LAKES,MN,56501",1.5,1.5,0.0,0.0,0.0,0.0,46.81229423,-95.84564354,46.81229423,-95.84564354,1,0,0,1
"1136 WASHINGTON AVE,DETROIT LAKES,MN,56501-3411",7.5,7.5,0.0,0.0,0.0,0.0,46.81229423,-95.84564354,46.81229423,-95.84564354,1,0,0,1
"114 3RD ST NE,FARIBAULT,MN,55021-5219",0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,44.29374492,-93.26654213,44.29374492,-93.26654213,1,0,0,1
"1140 SINCLAIR LEWIS AVE STE 5,SAUK CENTRE,MN,56378-1962",1.0,1.0,0.0,0.0,0.0,0.0,45.73708145,-94.96234026,45.73708145,-94.96234026,1,0,0,1
"1140 SOUTH AVE,NORTH MANKATO,MN,56003-3507",1.0,1.0,0.0,0.0,0.0,0.0,44.16855034,-94.0281461,44.16855034,-94.0281461,1,0,0,1
"11441 OSAGE ST NW,COON RAPIDS,MN,55433-3677",0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,45.17904465,-93.31905356,45.17904465,-93.31905356,1,0,0,1
"11441 OSAGE ST NW,MINNEAPOLIS,MN,55433",0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,45.17904465,-93.31905356,45.17904465,-93.31905356,1,0,0,1
"11475 ROBINSON DR NW,COON RAPIDS,MN,55433-3746",4.726190476190476,4.726190476190476,0.0,0.0,0.0,0.0,45.17909187,-93.31212392,45.17909187,-93.31212392,1,0,0,1
"11475 ROBINSON DR NW,MINNEAPOLIS,MN,55433",0.5,0.5,0.0,0.0,0.0,0.0,45.17909187,-93.31212392,45.17909187,-93.31212392,1,0,0,1
"115 BROADWAY ST NE,MINNEAPOLIS,MN,55413",0.16666666666666666,0.25,0.0,0.0,0.0,0.0,44.9987758,-93.26716214,44.9987758,-93.26716214,1,0,0,1
"115 BROADWAY ST NE,MINNEAPOLIS,MN,55413-1805",1.5,1.4166666666666663,0.0,0.0,0.0,0.0,44.9987758,-93.26716214,44.9987758,-93.26716214,1,0,0,1
"115 BROADWAY ST S STE 600,JORDAN,MN,55352-1667",2.6333333333333337,2.4166666666666665,0.2,0.2,0.1,0.2,44.66610406,-93.62600828,44.66610406,-93.62600828,1,0,0,1
"115 BROADWAY ST S,JORDAN,MN,55352-1664",0.8916666666666666,0.9333333333333332,0.0,0.0,0.0,0.0,44.66610406,-93.62600828,44.66610406,-93.62600828,1,0,0,1
"115 DREW AVE SE STE 202,MADELIA,MN,56062-1870",1.6289682539682535,1.443290043290043,0.0,0.0,0.0,0.0,44.04961758,-94.40940033,44.04961758,-94.40940033,1,0,0,1
"115 DREW AVE SE,MADELIA,MN,56062",0.5833333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,44.04961758,-94.40940033,44.04961758,-94.40940033,1,0,0,1
"115 DREW AVE SE,MADELIA,MN,56062-1873",1.6107142857142855,1.6940476190476188,0.0,0.0,0.0,0.0,44.04961758,-94.40940033,44.04961758,-94.40940033,1,0,0,1
"115 N MAIN ST,HENDRICKS,MN,56136-9519",1.0,1.0,0.0,0.0,0.0,0.0,44.5072889,-96.42566532,44.5072889,-96.42566532,1,0,0,1
"115 OLSEN BLVD NE STE 200,COKATO,MN,55321-4797",0.5,0.5,0.0,0.0,0.0,0.0,45.08021876,-94.18484774,45.08021876,-94.18484774,1,0,0,1
"115 OLSEN BLVD,COKATO,MN,55321",0.5,0.5,0.0,0.0,0.0,0.0,45.08021876,-94.18484774,45.08021876,-94.18484774,1,0,0,1
"1150 HAZELTINE BLVD,CHASKA,MN,55318",0.04764605785592739,0.04764605785592739,0.0,0.0,0.0,0.0,44.83474994,-93.59890627,44.83474994,-93.59890627,1,0,0,1
"1150 HAZELTINE BLVD,CHASKA,MN,55318-1004",8.208692767409518,8.226818843946976,0.0,0.0,0.045983086680761086,0.04651162790697674,44.83474994,-93.59890627,44.83474994,-93.59890627,1,0,0,1
"1150 MONTREAL AVE STE 104,SAINT PAUL,MN,55116-2393",1.5,1.5,0.0,0.0,0.0,0.0,44.91240151,-93.14851436,44.91240151,-93.14851436,1,0,0,1
"1155 COUNTY ROAD E E,SAINT PAUL,MN,55110",2.5,2.5,0.0,0.0,0.0,0.0,45.0504095,-93.05195302,45.0504095,-93.05195302,1,0,0,1
"116 MAIN ST S,PIERZ,MN,56364",0.5,0.5,0.0,0.0,0.0,0.0,45.97828811,-94.10385948,45.97828811,-94.10385948,1,0,0,1
"11601 MINNETONKA MILLS RD STE B30,MINNETONKA,MN,55305-5176",1.0,1.0,0.0,0.0,0.0,0.0,44.93497235,-93.4266651,44.93497235,-93.4266651,1,0,0,1
"11601 MINNETONKA MILLS RD STE F40,MINNETONKA,MN,55305-5189",0.0,0.0,0.0,0.0,0.16666666666666666,0.25,44.93497235,-93.4266651,44.93497235,-93.4266651,1,0,0,1
"11601 MINNETONKA MILLS RD,HOPKINS,MN,55305",2.033333333333333,2.1666666666666665,0.0,0.0,0.0,0.0,44.93497235,-93.4266651,44.93497235,-93.4266651,1,0,0,1
"11601 MINNETONKA MILLS RD,MINNETONKA,MN,55305-5161",6.066666666666666,6.083333333333332,0.0,0.0,0.6666666666666666,0.5833333333333333,44.93497235,-93.4266651,44.93497235,-93.4266651,1,0,0,1
"11731 STATE HWY,NORTHOME,MN,56661",0.02696278604652984,0.027044972198163292,0.0,0.0,0.0,0.0,47.87132929999999,-94.28097509,47.87132929999999,-94.28097509,1,0,0,1
"118 STATE ST N,WASECA,MN,56093",0.5,0.5,0.0,0.0,0.0,0.0,44.07821859,-93.50736306,44.07821859,-93.50736306,1,0,0,1
"118 STATE ST N,WASECA,MN,56093-2929",2.333333333333333,2.333333333333333,0.0,0.0,0.0,0.0,44.07820862,-93.50736306,44.07820862,-93.50736306,1,0,0,1
"11800 SINGLETREE LN STE 200,EDEN PRAIRIE,MN,55344-5397",0.25,0.25,0.0,0.0,0.18181818181818185,0.14285714285714285,44.85690915,-93.42739673,44.85690915,-93.42739673,1,0,0,1
"11800 SINGLETREE LN STE 300,EDEN PRAIRIE,MN,55344-5398",0.75,0.75,0.0,0.0,1.5,1.5,44.85690915,-93.42739673,44.85690915,-93.42739673,1,0,0,1
"11800 SINGLETREE LN STE 406,EDEN PRAIRIE,MN,55344-7900",0.0,0.0,0.0,0.0,0.5333333333333333,0.5,44.85690915,-93.42739673,44.85690915,-93.42739673,1,0,0,1
"11800 SINGLETREE LN,EDEN PRAIRIE,MN,55344",0.0,0.0,0.0,0.0,0.09090909090909093,0.14285714285714285,44.85690915,-93.42739673,44.85690915,-93.42739673,1,0,0,1
"11806 ABERDEEN ST NE STE 150,BLAINE,MN,55449-4748",2.0,2.0,0.0,0.0,0.3333333333333333,0.3333333333333333,45.18448369,-93.23282914,45.18448369,-93.23282914,1,0,0,1
"11806 ABERDEEN ST NE STE 240,BLAINE,MN,55449-5136",0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,45.18448369,-93.23282914,45.18448369,-93.23282914,1,0,0,1
"11806 ABERDEEN ST NE STE 260,BLAINE,MN,55449-6256",0.0,0.0,0.0,0.0,0.6,0.6,45.18448369,-93.23282914,45.18448369,-93.23282914,1,0,0,1
"11806 ABERDEEN ST NE,BLAINE,MN,55449-4736",0.8333333333333333,0.8333333333333333,0.0,0.0,0.0,0.0,45.18448369,-93.23282914,45.18448369,-93.23282914,1,0,0,1
"11806 ABERDEEN ST NE,MINNEAPOLIS,MN,55449",0.5,0.5,0.0,0.0,0.0,0.0,45.18448369,-93.23282914,45.18448369,-93.23282914,1,0,0,1
"119 1ST ST NE STE 6,LITTLE FALLS,MN,56345-2635",0.0,0.0,0.0,0.0,1.0,1.0,45.97730512,-94.36235079,45.97730512,-94.36235079,1,0,0,1
"119 1ST ST NE,LITTLE FALLS,MN,56345-1467",0.0,0.0,0.0,0.0,0.4166666666666666,0.4166666666666666,45.97730512,-94.36235079,45.97730512,-94.36235079,1,0,0,1
"119 LAKE ST S STE 1,MORA,MN,55051-1577",1.0,1.0,0.0,0.0,0.0,0.0,45.87660871,-93.29557339,45.87660871,-93.29557339,1,0,0,1
"11943 CENTRAL AVE NE,BLAINE,MN,55434-3911",0.2857142857142857,0.2,0.0,0.0,0.0,0.0,45.18761366,-93.23449203,45.18761366,-93.23449203,1,0,0,1
"1199 DULUTH ST,SAINT PAUL,MN,55106-2702",1.0,1.0,0.0,0.0,0.0,0.0,44.97748767,-93.05077832,44.97748767,-93.05077832,1,0,0,1
"11995 COUNTY ROAD 11 STE 110,BURNSVILLE,MN,55337-5106",0.6666666666666666,0.5,0.0,0.0,0.0,0.0,44.786754,-93.24800528,44.786754,-93.24800528,1,0,0,1
"11995 COUNTY ROAD 11,BURNSVILLE,MN,55337",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,44.786754,-93.24800528,44.786754,-93.24800528,1,0,0,1
"12 S RIVER ST,COOK,MN,55723-8131",8.533333333333333,8.533333333333333,0.0,0.0,0.0,0.0,47.85332369,-92.68883959,47.85332369,-92.68883959,1,0,0,1
"120 12TH AVE E,ALEXANDRIA,MN,56308",1.0,1.0,0.0,0.0,0.0,0.0,45.87891848,-95.37659138,45.87891848,-95.37659138,1,0,0,1
"120 12TH AVE E,ALEXANDRIA,MN,56308-2528",1.0,1.0,0.0,0.0,0.0,0.0,45.87891848,-95.37659138,45.87891848,-95.37659138,1,0,0,1
"120 BROADWAY AVE N STE B,ROCHESTER,MN,55906-3703",3.5928571428571425,3.5166666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,44.02494832,-92.46293477,44.02494832,-92.46293477,1,0,0,1
"120 LANDMARK DR NE STE 2,OWATONNA,MN,55060-5701",0.5,0.5,0.0,0.0,0.0,0.0,44.11097902,-93.22551474,44.11097902,-93.22551474,1,0,0,1
"120 LANDMARK DR NE,OWATONNA,MN,55060",0.5,0.5,0.0,0.0,0.0,0.0,44.11097902,-93.22551474,44.11097902,-93.22551474,1,0,0,1
"120 N AUGUSTA CT STE 108,MANKATO,MN,56001-7719",0.4,0.3333333333333333,0.0,0.0,0.0,0.0,44.18949291,-93.94844269,44.18949291,-93.94844269,1,0,0,1
"120 N MAIN ST,KIESTER,MN,56051-4401",0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,43.53761733,-93.71233942,43.53761733,-93.71233942,1,0,0,1
"120 SNELLING AVE N,SAINT PAUL,MN,55104",0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,44.944857,-93.1669727,44.944857,-93.1669727,1,0,0,1
"120 SNELLING AVE N,SAINT PAUL,MN,55104-6744",2.6666666666666665,2.6666666666666665,0.0,0.0,0.0,0.0,44.944857,-93.1669727,44.944857,-93.1669727,1,0,0,1
"120 W MAIN ST,CALEDONIA,MN,55921-1109",0.6666666666666666,0.5,0.0,0.0,0.0,0.0,43.63466046,-91.49784347,43.63466046,-91.49784347,1,0,0,1
"120 WALNUT ST,WINONA,MN,55987",1.0,1.0,0.0,0.0,0.0,0.0,44.05198921,-91.63362217,44.05198921,-91.63362217,1,0,0,1
"120 WALNUT ST,WINONA,MN,55987-3429",1.0,1.0,0.0,0.0,0.0,0.0,44.05198921,-91.63362217,44.05198921,-91.63362217,1,0,0,1
"1200 MN-25,BUFFALO,MN,55313",0.03737945271319651,0.03746163886482996,0.0,0.0,0.0,0.0,45.13240143,-93.86888293,45.13240143,-93.86888293,1,0,0,1
"1200 ROBERT ST S STE C,SAINT PAUL,MN,55118-2322",1.4166666666666663,1.6166666666666667,0.16666666666666666,0.16666666666666666,0.0,0.0,44.909964,-93.08059267,44.909964,-93.08059267,1,0,0,1
"1200 ROBERT ST S STE C,WEST SAINT PAUL,MN,55118-2322",1.9583333333333333,1.9583333333333333,0.0,0.0,0.0,0.0,44.909964,-93.08059267,44.909964,-93.08059267,1,0,0,1
"1200 ROBERT ST S STE C,WEST ST PAUL,MN,55118-2322",2.1666666666666665,2.083333333333333,0.0,0.0,0.0,0.0,44.909964,-93.08059267,44.909964,-93.08059267,1,0,0,1
"1200 S ROBERT ST,SAINT PAUL,MN,55118",0.5,0.5,0.0,0.0,0.0,0.0,44.909964,-93.08059267,44.909964,-93.08059267,1,0,0,1
"12000 ELM CREEK BLVD N STE 220,MAPLE GROVE,MN,55369-7075",1.0,1.0,0.0,0.0,0.0,0.0,45.09455243,-93.43296658,45.09455243,-93.43296658,1,0,0,1
"12000 ELM CREEK BLVD N STE 240,MAPLE GROVE,MN,55369-7075",0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,45.09455243,-93.43296658,45.09455243,-93.43296658,1,0,0,1
"12000 ELM CREEK BLVD N,OSSEO,MN,55369",1.0,1.0,0.0,0.0,0.0,0.0,45.09455243,-93.43296658,45.09455243,-93.43296658,1,0,0,1
"1201 40TH AVE S,MOORHEAD,MN,56560-7416",0.02696278604652984,0.027044972198163292,0.0,0.0,0.0,0.0,46.83305052,-96.76031039,46.83305052,-96.76031039,1,0,0,1
"1201 E FRANKLIN AVE STE A,MINNEAPOLIS,MN,55404-3284",1.60496137849079,1.715710678210678,0.0,0.0,0.0,0.0,44.96265925,-93.25731175,44.96265925,-93.25731175,1,0,0,1
"1201 FRANKLIN AVE,SAUK RAPIDS,MN,56379",1.5,1.5,0.0,0.0,0.0,0.0,45.57779099,-94.14981732,45.57779099,-94.14981732,1,0,0,1
"1201 GILMORE AVE,WINONA,MN,55987-2424",1.0,1.0,0.0,0.0,0.0,0.0,44.04844813,-91.66864354,44.04844813,-91.66864354,1,0,0,1
"1201 MAINE PRAIRIE RD,SAINT CLOUD,MN,56301",1.0,1.0,0.0,0.0,0.0,0.0,45.54692748,-94.18929294,45.54692748,-94.18929294,1,0,0,1
"1201 MAINE PRAIRIE RD,SAINT CLOUD,MN,56301-4881",3.0,3.0,0.0,0.0,0.0,0.0,45.54692748,-94.18929294,45.54692748,-94.18929294,1,0,0,1
"1201 UNIVERSITY AVE NE,MINNEAPOLIS,MN,55413-1223",0.014495798319327732,0.014495798319327732,0.0,0.0,0.0,0.0,44.99985932,-93.26303667,44.99985932,-93.26303667,1,0,0,1
"1202 7TH AVE N,PRINCETON,MN,55371-1002",0.03737945271319651,0.03746163886482996,0.0,0.0,0.0,0.0,45.58439134,-93.58336684,45.58439134,-93.58336684,1,0,0,1
"12027 BUSINESS PARK BLVD N,CHAMPLIN,MN,55316",0.16666666666666666,0.25,0.0,0.0,0.0,0.0,45.17388041,-93.3902556,45.17388041,-93.3902556,1,0,0,1
"12027 BUSINESS PARK BLVD N,CHAMPLIN,MN,55316-4526",0.8333333333333333,0.75,0.0,0.0,0.0,0.0,45.17388041,-93.3902556,45.17388041,-93.3902556,1,0,0,1
"1206 RANDOLPH AVE,SAINT PAUL,MN,55105-2938",3.0,3.0,0.0,0.0,0.0,0.0,44.92690951,-93.15106199,44.92690951,-93.15106199,1,0,0,1
"121 7TH AVE E,ALEXANDRIA,MN,56308-1807",1.5,1.5,0.0,0.0,0.0,0.0,45.8848065,-95.37628016,45.8848065,-95.37628016,1,0,0,1
"1211 CALEDONIA ST,MANKATO,MN,56001-4329",1.0,1.0,0.0,0.0,0.0,0.0,44.16806059,-93.97590044,44.16806059,-93.97590044,1,0,0,1
"1211 STANLEY AVE,CLOQUET,MN,55720",0.5,0.5,0.0,0.0,0.0,0.0,46.70481209,-92.45028365,46.70481209,-92.45028365,1,0,0,1
"1211 STANLEY AVE,CLOQUET,MN,55720-3145",3.5,3.5,0.0,0.0,0.0,0.0,46.70481209,-92.45028365,46.70481209,-92.45028365,1,0,0,1
"1212 29TH AVE N,SAINT CLOUD,MN,56303-1644",0.02696278604652984,0.027044972198163292,0.0,0.0,0.0,0.0,45.57357949,-94.19294275,45.57357949,-94.19294275,1,0,0,1
"1212 UNIVERSITY AVE W,SAINT PAUL,MN,55104-4123",0.05589797123171504,0.05598015738334848,0.0,0.0,0.0,0.0,44.95560848,-93.15118944,44.95560848,-93.15118944,1,0,0,1
"1213 E FRANKLIN AVE STE 201A,MINNEAPOLIS,MN,55404-2923",5.416666666666666,5.416666666666666,0.0,0.0,0.0,0.0,44.96265925,-93.25720025,44.96265925,-93.25720025,1,0,0,1
"1213 E FRANKLIN AVE,MINNEAPOLIS,MN,55404",0.2,0.2,0.0,0.0,0.0,0.0,44.96265925,-93.25720025,44.96265925,-93.25720025,1,0,0,1
"1213 E FRANKLIN AVE,MINNEAPOLIS,MN,55404-2923",3.0666666666666664,2.9166666666666665,0.0,0.0,0.0,0.0,44.96265925,-93.25720025,44.96265925,-93.25720025,1,0,0,1
"12180 BUSINESS PARK BLVD N,CHAMPLIN,MN,55316",0.356060606060606,0.356060606060606,0.0,0.0,0.0,0.0,45.17597302,-93.39147844,45.17597302,-93.39147844,1,0,0,1
"12180 BUSINESS PARK BLVD N,CHAMPLIN,MN,55316-4525",10.495402671132886,10.140592376615857,0.0,0.0,0.0,0.0,45.17597302,-93.39147844,45.17597302,-93.39147844,1,0,0,1
"122 COLFAX AVE SW,WADENA,MN,56482",0.5,0.5,0.0,0.0,0.0,0.0,46.43992665,-95.13980859,46.43992665,-95.13980859,1,0,0,1
"122 COLFAX AVE SW,WADENA,MN,56482-1470",1.0,1.0,0.0,0.0,0.0,0.0,46.43992665,-95.13980859,46.43992665,-95.13980859,1,0,0,1
"1220 W 3RD ST,RUSH CITY,MN,55069",1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,45.68608062,-92.9818125,45.68608062,-92.9818125,1,0,0,1
"1220 W 3RD ST,RUSH CITY,MN,55069-9119",4.333333333333333,4.333333333333333,0.0,0.0,0.0,0.0,45.68608062,-92.9818125,45.68608062,-92.9818125,1,0,0,1
"1221 4TH AVE E STE 180,SHAKOPEE,MN,55379-2671",0.5,0.5,0.0,0.0,0.0,0.0,44.7973795,-93.5093205,44.7973795,-93.5093205,1,0,0,1
"1221 4TH AVE E,SHAKOPEE,MN,55379",1.0,1.0,0.0,0.0,0.0,0.0,44.7973795,-93.5093205,44.7973795,-93.5093205,1,0,0,1
"1222 MAINSTREET,HOPKINS,MN,55343-8877",0.2,0.2,0.0,0.0,0.0,0.0,44.92427429999999,-93.41551645,44.92427429999999,-93.41551645,1,0,0,1
"12233 CHAMPLIN DR,CHAMPLIN,MN,55316-1930",2.5,2.0,0.0,0.0,0.5,1.0,45.17518215,-93.39312156,45.17518215,-93.39312156,1,0,0,1
"12245 LINDSTROM LN,LINDSTROM,MN,55045-9550",3.0,3.0,0.0,0.0,0.0,0.0,45.39078955,-92.85765874,45.39078955,-92.85765874,1,0,0,1
"1225 E 1ST ST,DULUTH,MN,55805",2.0,2.0,0.0,0.0,0.0,0.0,46.79990718,-92.08336312,46.79990718,-92.08336312,1,0,0,1
"1225 E 1ST ST,DULUTH,MN,55805-2402",7.083333333333334,7.083333333333334,0.0,0.0,0.5,0.5,46.79990718,-92.08336312,46.79990718,-92.08336312,1,0,0,1
"1225 WASHINGTON AVE,DETROIT LAKES,MN,56501-3905",0.0,0.0,0.0,0.0,1.4166666666666663,1.4166666666666663,46.81014137,-95.84569107,46.81014137,-95.84569107,1,0,0,1
"1227 NORTHWOOD PKWY,EAGAN,MN,55121-4204",1.6666666666666663,1.5,0.0,0.0,1.0,1.0,44.83840461,-93.15225872,44.83840461,-93.15225872,1,0,0,1
"123 1/2 N 1ST ST,MONTEVIDEO,MN,56265-1401",0.0,0.0,0.0,0.0,0.45,0.45,44.94565512,-95.72442049,44.94565512,-95.72442049,1,0,0,1
"123 3RD ST,BALATON,MN,56115",0.3333333333333333,0.5,0.0,0.0,0.0,0.0,44.23370073,-95.87183577,44.23370073,-95.87183577,1,0,0,1
