,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
898,1400000US40143006200,"Census Tract 62, Tulsa County, Oklahoma",74,29,25,0,21,0,29,6,10,0,10,0,263,118,10,12,0,28,0,20,14,61,0,0,0,202,93,6,22,0,21,14,12,20,0,14,0,0,459,122.1,77.9,10,669,
964,1400000US40143006506,"Census Tract 65.06, Tulsa County, Oklahoma",0,0,11,0,6,0,7,0,18,37,38,39,143,12,8,0,0,0,0,6,4,29,36,27,21,265,6,5,0,6,0,0,0,5,32,86,47,78,54,29.9,230.1,250,564,
14,1400000US40143006507,"Census Tract 65.07, Tulsa County, Oklahoma",0,0,13,11,4,0,0,10,47,0,4,10,134,8,12,6,15,10,10,3,0,21,28,11,10,149,3,16,12,10,0,0,3,0,57,31,5,12,120,38.5,171.5,52,382,
1008,1400000US40143006600,"Census Tract 66, Tulsa County, Oklahoma",6,0,9,0,0,33,0,0,53,9,0,6,151,6,0,2,0,7,48,0,0,19,6,20,43,256,46,0,19,0,14,3,0,0,81,15,14,64,109,99.3,167.7,147,523,
989,1400000US40143006701,"Census Tract 67.01, Tulsa County, Oklahoma",271,42,26,53,16,37,0,0,30,9,11,0,291,100,25,55,10,16,23,0,17,19,19,0,7,229,74,16,9,0,30,0,0,0,60,20,0,20,743,87.9,146.1,38,1015,
973,1400000US40143006703,"Census Tract 67.03, Tulsa County, Oklahoma",9,25,30,52,12,59,26,18,15,35,26,26,377,25,21,57,19,15,20,0,0,93,90,0,37,400,0,35,24,38,34,33,0,11,77,74,15,59,396,185.5,365.5,163,1110,
873,1400000US40143006705,"Census Tract 67.05, Tulsa County, Oklahoma",14,24,17,62,65,136,0,21,79,13,103,190,492,0,14,16,15,45,99,0,11,78,17,79,118,363,0,0,0,13,0,47,11,0,111,29,0,152,285,351.8,300.2,642,1579,
268,1400000US40143006707,"Census Tract 67.07, Tulsa County, Oklahoma",0,20,90,51,0,22,0,0,213,170,212,325,1186,0,18,47,74,0,0,0,0,206,294,115,432,1294,14,51,12,0,0,19,0,0,189,194,213,602,377,101.8,1205.2,1899,3583,
269,1400000US40143006708,"Census Tract 67.08, Tulsa County, Oklahoma",0,0,47,0,0,0,0,34,80,12,41,498,820,0,0,37,0,0,0,0,0,99,119,70,495,737,10,0,0,0,0,0,0,0,108,61,138,420,94,62.7,450.3,1662,2269,
257,1400000US40143006801,"Census Tract 68.01, Tulsa County, Oklahoma",90,5,26,42,36,0,0,26,102,0,0,29,174,51,23,15,5,10,0,0,0,62,8,0,0,96,23,22,0,7,18,0,0,11,12,3,0,0,373,54.6,169.4,29,626,
270,1400000US40143006803,"Census Tract 68.03, Tulsa County, Oklahoma",85,6,0,26,11,0,0,0,8,9,43,10,133,31,23,0,6,12,30,0,0,0,8,15,8,122,44,34,0,5,0,16,0,17,0,0,6,0,283,63.8,24.2,82,453,
271,1400000US40143006804,"Census Tract 68.04, Tulsa County, Oklahoma",16,14,12,8,35,20,0,10,21,34,5,0,237,32,52,8,15,44,0,0,0,27,44,7,8,164,10,13,40,0,18,27,0,0,47,0,9,0,317,66.5,163.5,29,576,
6,1400000US40143006901,"Census Tract 69.01, Tulsa County, Oklahoma",14,0,21,0,0,17,0,0,61,24,19,99,364,15,0,0,79,0,0,0,0,37,52,19,162,192,12,16,0,0,0,16,0,0,80,12,33,23,157,50.8,248.2,355,811,
237,1400000US40143006902,"Census Tract 69.02, Tulsa County, Oklahoma",0,0,0,0,0,8,0,0,0,14,0,17,127,16,0,3,0,0,17,0,0,0,21,25,45,110,0,0,4,0,0,0,0,0,0,16,23,67,23,25,51,177,276,
874,1400000US40143006903,"Census Tract 69.03, Tulsa County, Oklahoma",15,20,0,46,0,10,0,0,63,0,11,20,234,4,0,0,35,16,19,0,18,22,45,44,31,203,12,0,9,35,0,0,0,0,23,72,26,26,192,57.8,214.2,158,622,
9,1400000US40143006905,"Census Tract 69.05, Tulsa County, Oklahoma",111,67,46,29,63,0,10,54,29,78,0,18,333,52,61,61,36,18,17,10,11,44,7,8,8,245,26,33,16,0,15,10,8,41,73,16,0,7,634,175.6,232.4,41,1083,
238,1400000US40143006906,"Census Tract 69.06, Tulsa County, Oklahoma",37,27,6,16,5,20,0,11,25,0,17,8,287,32,8,30,21,9,89,0,21,72,0,0,5,229,33,5,25,11,15,12,0,16,72,30,0,10,280,185.9,182.1,40,688,
990,1400000US40143006907,"Census Tract 69.07, Tulsa County, Oklahoma",0,0,34,5,40,0,19,0,22,20,0,13,234,11,6,51,0,47,33,0,0,35,42,0,9,213,0,5,20,0,58,29,10,0,63,17,0,11,277,103,187,33,600,
979,1400000US40143000700,"Census Tract 7, Tulsa County, Oklahoma",10,0,0,25,18,0,0,0,37,10,0,0,137,37,16,13,5,15,5,0,0,17,12,0,17,136,36,24,14,4,5,5,0,6,21,14,7,0,222,23.5,103.5,24,373,
322,1400000US40143007000,"Census Tract 70, Tulsa County, Oklahoma",110,9,29,0,0,8,0,0,6,17,13,0,244,73,7,27,0,0,5,0,0,48,17,12,55,229,10,0,58,7,19,0,0,0,23,40,34,38,349,20.7,143.3,152,665,
974,1400000US40143007101,"Census Tract 71.01, Tulsa County, Oklahoma",8,0,0,0,53,15,0,58,44,18,0,23,334,39,8,29,0,80,26,0,43,50,42,0,17,277,47,19,27,16,10,20,0,20,64,29,20,5,336,197.8,231.2,65,830,
323,1400000US40143007102,"Census Tract 71.02, Tulsa County, Oklahoma",52,12,21,31,0,0,0,0,22,9,19,0,116,39,6,9,8,12,0,0,7,17,9,9,0,129,10,0,9,42,8,0,18,0,6,36,0,0,259,29.5,94.5,28,411,
875,1400000US40143007200,"Census Tract 72, Tulsa County, Oklahoma",76,6,96,9,28,8,8,44,57,20,0,17,407,72,24,105,27,46,37,7,0,42,37,0,10,340,40,41,65,0,20,34,8,32,30,53,17,0,655,190.9,226.1,44,1116,
991,1400000US40143007304,"Census Tract 73.04, Tulsa County, Oklahoma",55,24,40,67,47,44,13,58,71,8,0,8,561,55,115,54,40,63,66,5,89,67,0,0,7,303,51,70,9,8,15,42,6,50,31,21,0,0,713,389.9,181.1,15,1299,
992,1400000US40143007305,"Census Tract 73.05, Tulsa County, Oklahoma",0,91,44,65,188,125,44,0,117,62,0,0,671,16,112,48,62,82,31,53,0,108,70,74,15,495,41,30,108,30,91,25,12,31,90,37,0,0,1008,352.5,452.5,89,1902,
319,1400000US40143007306,"Census Tract 73.06, Tulsa County, Oklahoma",266,53,47,84,86,47,8,5,73,17,0,0,854,210,33,77,105,76,110,11,38,166,28,0,0,617,122,0,35,98,35,156,0,20,89,38,19,5,1327,427.8,378.2,24,2157,
1042,1400000US40143007308,"Census Tract 73.08, Tulsa County, Oklahoma",37,87,10,41,25,20,37,0,62,43,0,8,250,69,53,0,13,19,10,13,0,10,36,27,0,266,21,41,36,50,0,29,27,0,15,39,8,0,502,144.7,196.3,43,886,
993,1400000US40143007309,"Census Tract 73.09, Tulsa County, Oklahoma",25,21,11,8,16,6,0,17,39,19,0,6,98,4,12,30,5,0,0,0,6,28,0,0,13,105,8,0,18,0,6,10,0,11,38,9,5,0,164,60.5,122.5,24,371,
342,1400000US40143007310,"Census Tract 73.10, Tulsa County, Oklahoma",19,12,19,45,76,32,20,18,67,21,31,0,500,9,73,22,53,108,38,22,10,134,16,15,0,424,0,41,27,41,40,58,10,28,119,47,13,0,585,268,372,59,1284,
975,1400000US40143007311,"Census Tract 73.11, Tulsa County, Oklahoma",91,19,43,37,7,7,0,0,49,38,6,0,364,138,17,34,36,17,6,0,14,56,37,0,9,192,61,0,18,8,36,0,0,5,55,9,0,0,562,48,228,15,853,
876,1400000US40143007312,"Census Tract 73.12, Tulsa County, Oklahoma",35,78,92,53,47,27,17,0,60,57,0,0,328,41,54,44,22,24,25,20,16,69,8,5,0,345,33,65,0,47,44,10,0,8,85,47,6,0,679,144.4,304.6,11,1139,
976,1400000US40143007402,"Census Tract 74.02, Tulsa County, Oklahoma",20,10,0,38,0,8,19,0,71,0,9,27,127,8,0,23,22,8,7,0,0,51,0,0,8,249,18,0,22,51,0,0,8,11,74,59,0,6,220,72.6,235.4,50,578,
994,1400000US40143007407,"Census Tract 74.07, Tulsa County, Oklahoma",31,0,0,0,15,0,0,9,82,34,20,49,373,40,0,9,0,28,16,0,16,71,44,52,97,290,0,0,0,0,10,69,0,0,60,53,17,81,133,131.3,322.7,316,903,
239,1400000US40143007408,"Census Tract 74.08, Tulsa County, Oklahoma",24,9,0,5,5,14,11,9,12,9,0,6,148,14,12,4,21,24,17,5,0,24,15,5,7,116,24,0,4,26,0,21,5,0,8,15,5,8,172,86.4,78.6,31,368,
240,1400000US40143007409,"Census Tract 74.09, Tulsa County, Oklahoma",0,0,22,40,56,28,0,54,43,28,50,19,455,0,0,11,71,75,57,0,18,114,27,22,60,475,17,11,30,14,21,42,0,56,98,76,6,104,368,280.5,360.5,261,1270,
343,1400000US40143007410,"Census Tract 74.10, Tulsa County, Oklahoma",14,21,4,73,5,12,0,10,83,21,12,14,243,30,28,22,20,15,14,11,9,39,37,0,18,215,36,9,23,16,15,10,0,11,23,15,30,27,331,91.5,203.5,101,727,
877,1400000US40143007411,"Census Tract 74.11, Tulsa County, Oklahoma",8,0,10,10,0,0,0,38,67,12,0,10,183,4,0,48,10,26,0,15,23,48,9,0,0,182,11,0,27,0,17,10,24,0,0,29,10,54,171,121.5,153.5,74,520,
358,1400000US40143007412,"Census Tract 74.12, Tulsa County, Oklahoma",18,13,14,0,0,0,0,0,41,60,36,84,289,28,3,14,0,19,0,14,0,65,51,16,79,377,8,21,0,0,18,0,10,0,72,62,70,116,156,41.8,333.2,401,932,
344,1400000US40143007413,"Census Tract 74.13, Tulsa County, Oklahoma",11,0,0,15,7,9,0,0,101,70,54,26,362,20,0,0,33,30,19,10,0,83,60,83,24,332,24,0,0,50,27,45,11,7,28,62,28,50,217,122.2,382.8,265,987,
345,1400000US40143007414,"Census Tract 74.14, Tulsa County, Oklahoma",46,12,33,15,8,19,0,0,69,33,7,20,210,20,0,51,0,7,0,15,11,65,28,0,13,226,19,6,20,4,9,14,22,13,67,41,0,11,250,114.1,282.9,51,698,
359,1400000US40143007415,"Census Tract 74.15, Tulsa County, Oklahoma",0,10,12,5,10,6,0,5,33,20,9,7,167,0,0,21,15,0,39,4,23,49,0,3,13,162,0,0,10,0,11,4,8,0,39,37,11,42,94,101.1,165.9,85,446,
11,1400000US40143007503,"Census Tract 75.03, Tulsa County, Oklahoma",47,0,30,10,0,28,16,0,47,54,8,6,198,22,19,12,16,15,11,0,8,48,37,10,0,229,0,8,0,31,0,24,7,21,70,42,4,22,210,131.5,281.5,50,673,
977,1400000US40143007506,"Census Tract 75.06, Tulsa County, Oklahoma",10,5,35,33,0,9,0,21,64,30,89,74,343,0,4,27,29,9,40,6,18,32,71,61,46,276,0,10,24,6,20,0,7,0,68,36,31,74,212,117.4,284.6,375,989,
346,1400000US40143007507,"Census Tract 75.07, Tulsa County, Oklahoma",46,0,36,10,52,0,9,0,66,54,60,25,272,21,10,23,9,10,20,0,16,71,63,9,20,336,9,22,0,18,0,24,9,14,85,71,50,34,266,114.2,387.8,198,966,
995,1400000US40143007508,"Census Tract 75.08, Tulsa County, Oklahoma",0,0,0,40,40,0,0,0,34,138,176,128,411,0,0,0,0,19,19,0,0,43,42,148,140,621,26,0,13,31,0,0,0,0,122,106,124,199,169,38.9,465.1,915,1588,
996,1400000US40143007510,"Census Tract 75.10, Tulsa County, Oklahoma",45,77,0,32,88,93,27,16,209,3,41,14,502,25,0,0,21,52,130,8,29,191,13,13,20,474,12,0,0,59,26,79,0,0,145,28,81,44,437,436.5,534.5,213,1621,
360,1400000US40143007511,"Census Tract 75.11, Tulsa County, Oklahoma",8,30,38,6,21,23,16,15,76,17,65,34,251,7,9,9,11,29,25,0,0,36,28,46,51,331,7,27,8,0,0,0,0,0,93,131,23,42,210,99.5,360.5,261,931,
361,1400000US40143007512,"Census Tract 75.12, Tulsa County, Oklahoma",8,0,33,15,11,4,8,10,78,51,20,32,463,6,24,48,15,48,54,8,13,48,116,7,76,369,6,0,40,7,16,57,6,0,49,59,60,69,277,177.5,383.5,264,1102,
241,1400000US40143007513,"Census Tract 75.13, Tulsa County, Oklahoma",0,19,0,0,12,0,0,35,75,97,27,132,539,0,0,31,32,27,60,0,10,54,69,63,193,428,0,0,22,0,22,51,13,9,43,49,115,104,165,195.2,369.8,634,1364,
15,1400000US40143007515,"Census Tract 75.15, Tulsa County, Oklahoma",14,15,0,0,0,18,0,9,83,76,51,96,363,7,5,0,0,5,27,14,8,89,84,35,89,454,10,21,0,14,19,23,37,0,66,105,63,96,110,159.8,479.2,430,1179,
7,1400000US40143007516,"Census Tract 75.16, Tulsa County, Oklahoma",84,7,29,0,27,0,0,0,80,110,32,111,357,66,16,6,0,8,8,9,0,57,60,47,80,334,48,9,0,0,0,48,23,7,64,17,0,118,300,115.1,367.9,388,1171,
947,1400000US40143007518,"Census Tract 75.18, Tulsa County, Oklahoma",0,0,0,0,10,0,0,0,48,82,35,25,376,0,0,0,0,0,7,0,0,126,58,53,132,386,27,0,20,0,0,7,0,0,138,65,68,61,57,45.2,485.8,374,962,
242,1400000US40143007519,"Census Tract 75.19, Tulsa County, Oklahoma",17,0,0,0,0,38,0,13,118,41,15,62,248,8,0,0,0,7,0,0,0,91,65,17,60,335,0,0,15,22,15,7,0,31,86,52,59,48,84,118.5,423.5,261,887,
348,1400000US40143007520,"Census Tract 75.20, Tulsa County, Oklahoma",0,0,0,0,0,0,0,0,63,115,66,122,420,11,0,0,0,9,10,0,0,121,141,48,80,406,41,18,8,0,9,9,0,18,52,38,75,138,96,60.6,506.4,529,1192,
948,1400000US40143007522,"Census Tract 75.22, Tulsa County, Oklahoma",5,0,16,0,0,7,17,16,15,8,22,33,198,0,14,23,4,0,13,13,14,27,27,49,14,202,5,4,5,5,5,24,20,11,19,31,32,41,86,141.1,120.9,191,539,
1043,1400000US40143007523,"Census Tract 75.23, Tulsa County, Oklahoma",11,5,6,0,30,0,9,5,60,31,20,37,195,27,0,0,5,4,3,0,4,40,19,18,75,229,13,0,0,13,6,4,0,10,62,24,18,79,120,51.2,219.8,247,638,
272,1400000US40143007524,"Census Tract 75.24, Tulsa County, Oklahoma",10,0,0,0,8,23,0,0,97,26,56,32,233,0,0,0,20,7,27,0,23,70,31,18,37,209,0,0,0,0,8,0,0,25,35,45,41,55,53,118.2,283.8,239,694,
997,1400000US40143007608,"Census Tract 76.08, Tulsa County, Oklahoma",60,19,35,9,10,0,0,18,19,17,0,0,136,75,12,6,9,0,0,0,8,17,0,9,0,82,37,0,9,9,0,0,0,8,8,11,0,0,290,38.4,67.6,9,405,
949,1400000US40143007609,"Census Tract 76.09, Tulsa County, Oklahoma",25,0,37,24,21,25,0,0,120,79,0,15,359,96,12,13,0,121,0,12,0,39,44,15,7,325,51,13,16,48,72,14,11,0,36,22,28,14,549,81.5,320.5,79,1030,
998,1400000US40143007611,"Census Tract 76.11, Tulsa County, Oklahoma",24,41,21,45,0,0,0,0,13,0,27,27,73,0,8,0,0,0,0,0,0,13,0,33,19,71,6,0,0,0,0,0,0,0,5,0,8,52,145,3.1,27.9,166,342,
999,1400000US40143007612,"Census Tract 76.12, Tulsa County, Oklahoma",0,0,0,16,0,15,0,7,44,29,0,17,88,0,0,6,0,0,15,0,7,21,15,12,12,139,0,0,23,0,7,7,0,6,9,18,12,57,52,64.4,128.6,110,355,
349,1400000US40143007613,"Census Tract 76.13, Tulsa County, Oklahoma",53,0,5,9,17,0,0,0,17,11,9,30,78,0,0,6,0,0,12,0,0,0,19,0,41,257,0,17,11,20,0,19,0,0,31,13,44,102,138,35.8,86.2,226,486,
316,1400000US40143007614,"Census Tract 76.14, Tulsa County, Oklahoma",8,0,0,0,26,0,0,0,17,0,35,73,161,9,0,0,0,9,0,0,0,23,20,15,85,174,0,0,0,0,0,0,0,10,37,23,20,84,52,17.7,112.3,312,494,
243,1400000US40143007615,"Census Tract 76.15, Tulsa County, Oklahoma",31,7,32,8,0,16,0,0,13,31,11,3,87,0,8,14,0,0,7,0,8,14,10,9,17,151,2,6,19,17,0,16,0,14,30,0,0,47,144,66.7,92.3,87,390,
350,1400000US40143007616,"Census Tract 76.16, Tulsa County, Oklahoma",16,0,7,9,0,0,0,8,55,0,8,116,115,13,0,0,16,0,0,0,0,17,29,15,25,240,11,4,0,9,0,28,0,0,73,53,26,36,85,50.5,212.5,226,574,
878,1400000US40143007617,"Census Tract 76.17, Tulsa County, Oklahoma",40,37,114,16,45,11,7,23,32,10,24,0,242,8,18,32,29,67,25,0,0,33,30,0,0,395,0,7,50,34,68,15,9,0,109,59,44,0,565,107.4,255.6,68,996,
1044,1400000US40143007618,"Census Tract 76.18, Tulsa County, Oklahoma",31,60,72,16,66,18,17,26,0,86,53,48,417,14,45,56,73,20,13,32,0,93,13,12,46,540,10,14,64,68,37,33,0,35,88,56,37,98,646,192.1,317.9,294,1450,
950,1400000US40143007619,"Census Tract 76.19, Tulsa County, Oklahoma",0,0,0,28,6,0,0,14,75,26,17,10,281,0,0,18,7,22,8,0,5,130,46,30,15,242,0,0,26,20,6,8,0,9,39,33,23,78,133,68.4,324.6,173,699,
8,1400000US40143007620,"Census Tract 76.20, Tulsa County, Oklahoma",14,0,0,29,9,0,0,0,71,169,41,0,307,0,0,0,45,60,10,0,0,74,42,63,13,214,14,0,0,0,15,18,0,0,59,28,47,33,186,48.4,422.6,197,854,
951,1400000US40143007624,"Census Tract 76.24, Tulsa County, Oklahoma",0,0,20,19,18,43,8,21,115,75,113,118,418,0,0,10,10,31,22,0,0,93,50,109,93,554,37,0,11,94,35,14,14,40,78,92,55,84,285,190.6,474.4,572,1522,
952,1400000US40143007625,"Census Tract 76.25, Tulsa County, Oklahoma",71,82,85,73,0,44,0,49,101,0,63,22,541,53,36,161,123,30,19,0,0,45,22,9,43,503,38,13,120,148,27,9,13,9,19,37,43,27,1060,159.5,207.5,207,1634,
953,1400000US40143007629,"Census Tract 76.29, Tulsa County, Oklahoma",0,12,12,0,11,0,8,22,91,61,45,63,245,19,18,21,24,10,7,7,11,18,27,54,29,278,24,0,18,0,0,32,0,0,72,60,46,26,169,105.1,310.9,263,848,
317,1400000US40143007630,"Census Tract 76.30, Tulsa County, Oklahoma",0,6,0,9,28,23,0,0,86,104,62,77,467,30,12,0,9,9,0,0,21,135,55,79,117,433,17,36,8,0,9,34,8,11,134,9,31,136,173,132.5,487.5,502,1295,
1000,1400000US40143007631,"Census Tract 76.31, Tulsa County, Oklahoma",11,23,0,0,12,0,0,0,9,18,18,95,199,9,15,0,0,5,0,0,0,0,51,26,93,374,10,0,0,10,0,0,0,8,0,61,38,247,95,8.9,138.1,517,759,
1045,1400000US40143007632,"Census Tract 76.32, Tulsa County, Oklahoma",9,0,0,0,11,0,0,0,0,11,9,76,138,0,0,0,0,0,0,7,0,0,13,32,86,216,0,0,0,0,25,0,8,0,4,17,34,128,45,15.4,44.6,365,470,
1046,1400000US40143007633,"Census Tract 76.33, Tulsa County, Oklahoma",0,5,0,0,12,0,0,10,5,20,47,81,222,10,19,0,6,3,0,0,4,26,68,21,65,245,5,6,19,0,14,0,0,0,38,24,0,139,99,20.9,174.1,353,647,
318,1400000US40143007634,"Census Tract 76.34, Tulsa County, Oklahoma",0,0,11,0,0,11,0,0,28,18,0,88,126,0,0,10,0,0,0,0,0,41,0,9,66,348,0,0,0,0,0,28,0,0,77,19,48,176,21,53.6,168.4,387,630,
347,1400000US40143007635,"Census Tract 76.35, Tulsa County, Oklahoma",0,0,18,0,0,27,0,0,24,125,171,102,688,8,16,0,0,0,0,0,0,92,157,147,268,621,0,12,0,0,0,0,0,0,121,45,132,311,54,50.7,540.3,1131,1776,
1001,1400000US40143007636,"Census Tract 76.36, Tulsa County, Oklahoma",0,0,0,31,25,0,0,0,10,84,7,148,346,0,0,35,0,30,0,11,0,17,76,31,146,307,0,0,17,0,0,0,11,0,16,105,0,158,138,26.3,303.7,490,958,
351,1400000US40143007637,"Census Tract 76.37, Tulsa County, Oklahoma",0,0,11,0,0,0,0,0,0,0,66,206,481,0,22,7,0,0,0,0,0,40,27,59,326,649,0,0,15,0,0,0,0,0,75,9,60,490,55,11.5,139.5,1207,1413,
879,1400000US40143007638,"Census Tract 76.38, Tulsa County, Oklahoma",0,0,0,0,0,0,0,0,35,10,113,167,503,0,0,0,0,0,0,0,0,5,44,27,427,489,11,0,0,0,0,0,0,0,7,90,36,345,11,4.7,186.3,1115,1317,
320,1400000US40143007639,"Census Tract 76.39, Tulsa County, Oklahoma",8,0,17,0,0,23,13,0,102,40,49,66,418,25,0,10,13,10,0,7,0,119,59,87,88,375,45,0,0,10,7,0,0,0,47,17,73,176,145,69.8,357.2,539,1111,
273,1400000US40143007641,"Census Tract 76.41, Tulsa County, Oklahoma",64,118,161,42,45,32,0,8,57,8,0,29,401,82,27,103,80,16,17,0,0,44,16,6,10,344,69,29,65,61,9,20,0,33,22,16,12,8,971,122.3,150.7,65,1309,
274,1400000US40143007642,"Census Tract 76.42, Tulsa County, Oklahoma",0,75,34,41,41,18,0,0,31,3,0,4,209,10,33,13,32,9,6,10,10,38,48,0,0,133,0,5,9,18,21,0,4,0,45,24,2,5,341,59.4,177.6,11,589,
352,1400000US40143007701,"Census Tract 77.01, Tulsa County, Oklahoma",0,17,30,39,0,0,41,0,135,108,23,103,504,0,10,14,10,44,29,20,9,177,79,27,85,694,10,0,46,0,17,56,0,8,112,217,68,160,237,205.4,785.6,466,1694,
321,1400000US40143007702,"Census Tract 77.02, Tulsa County, Oklahoma",59,66,68,38,74,38,13,27,234,124,115,251,869,11,45,11,0,81,21,12,28,184,139,140,197,842,18,45,30,0,79,140,5,23,131,77,152,142,625,361.9,834.1,997,2818,
353,1400000US40143007801,"Census Tract 78.01, Tulsa County, Oklahoma",47,13,0,0,13,0,8,3,92,58,23,30,265,28,18,0,13,9,16,9,27,49,20,62,14,225,18,40,6,22,8,19,0,14,45,28,25,0,235,114.6,273.4,154,777,
244,1400000US40143007802,"Census Tract 78.02, Tulsa County, Oklahoma",12,0,16,4,51,36,0,60,54,64,112,160,395,0,0,0,7,30,59,0,54,103,57,27,58,575,20,0,32,0,48,0,0,0,149,81,101,144,220,239.6,477.4,602,1539,
245,1400000US40143007900,"Census Tract 79, Tulsa County, Oklahoma",133,37,38,40,28,39,9,0,57,0,0,0,531,100,39,46,74,43,90,8,0,89,32,10,0,380,75,19,56,53,40,27,42,7,53,8,0,0,821,241.9,219.1,10,1292,
893,1400000US40143000800,"Census Tract 8, Tulsa County, Oklahoma",10,0,6,4,0,5,0,0,20,18,0,0,93,28,0,18,9,0,10,0,0,28,0,0,0,61,14,6,0,26,0,5,0,0,0,6,0,4,121,24.8,67.2,4,217,
954,1400000US40143008001,"Census Tract 80.01, Tulsa County, Oklahoma",233,40,40,17,8,9,0,0,12,14,0,0,277,148,27,54,29,0,9,0,0,10,0,0,0,196,52,44,33,32,15,9,0,0,0,0,11,0,772,29.2,33.8,11,846,
886,1400000US40143008002,"Census Tract 80.02, Tulsa County, Oklahoma",80,20,22,32,50,12,0,0,14,6,0,5,290,75,55,33,10,30,39,0,0,7,21,0,20,309,60,22,10,26,31,83,0,0,22,32,9,14,556,138.3,97.7,48,840,
12,1400000US40143008200,"Census Tract 82, Tulsa County, Oklahoma",49,35,36,20,24,39,5,0,56,9,0,0,271,37,50,17,36,15,49,10,7,19,12,13,6,178,27,3,7,0,0,23,11,19,6,35,33,14,356,171.1,128.9,66,722,
887,1400000US40143008300,"Census Tract 83, Tulsa County, Oklahoma",25,5,23,7,12,6,6,0,3,0,4,0,95,20,14,0,0,27,6,8,10,0,0,5,5,106,0,9,0,3,27,7,8,6,29,5,7,5,172,60.2,33.8,26,292,
955,1400000US40143008400,"Census Tract 84, Tulsa County, Oklahoma",0,0,8,27,34,0,24,0,76,46,29,20,292,36,6,14,39,38,14,0,0,63,45,16,21,190,27,0,0,6,44,0,9,0,66,11,15,12,279,67.5,286.5,113,746,
880,1400000US40143008501,"Census Tract 85.01, Tulsa County, Oklahoma",33,20,29,9,16,12,0,29,0,11,16,10,205,22,46,22,0,30,10,0,11,26,11,27,0,181,15,24,31,0,0,10,0,33,40,28,0,0,297,111.6,109.4,53,571,
1,1400000US40143008502,"Census Tract 85.02, Tulsa County, Oklahoma",8,0,14,72,38,29,0,29,104,27,34,0,380,0,0,43,36,25,49,26,12,121,33,26,9,394,17,0,37,32,47,0,70,51,80,45,7,8,369,296.5,379.5,84,1129,
881,1400000US40143008600,"Census Tract 86, Tulsa County, Oklahoma",149,24,46,23,42,35,0,7,30,23,14,8,198,17,45,9,29,10,17,0,6,11,17,23,14,240,30,67,22,7,20,17,0,5,0,23,25,24,540,91.1,99.9,108,839,
888,1400000US40143008700,"Census Tract 87, Tulsa County, Oklahoma",41,8,0,0,25,13,0,18,35,0,0,14,252,55,7,0,0,0,39,0,0,56,6,41,48,137,15,6,0,8,0,0,0,0,27,0,13,68,165,81.8,112.2,184,543,
16,1400000US40143008800,"Census Tract 88, Tulsa County, Oklahoma",92,35,0,10,11,19,19,8,12,4,0,6,219,66,35,6,11,28,8,0,0,23,31,5,6,152,24,23,0,9,25,16,0,0,24,9,17,5,375,75.9,97.1,39,587,
246,1400000US40143008900,"Census Tract 89, Tulsa County, Oklahoma",52,10,67,50,29,13,0,7,97,10,18,0,342,35,0,51,94,31,14,0,0,99,9,9,0,391,23,11,57,64,18,37,0,34,72,30,38,7,592,131.8,290.2,72,1086,
