,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
1015,1400000US40131050701,"Census Tract 507.01, Rogers County, Oklahoma",53,23,17,29,25,8,4,6,38,12,0,2,183,21,37,12,12,22,7,7,0,30,16,16,3,167,38,10,0,16,11,11,5,9,31,20,3,13,326,66.9,137.1,37,567,
1016,1400000US40131050702,"Census Tract 507.02, Rogers County, Oklahoma",46,8,12,0,21,23,0,0,30,23,17,7,281,48,0,0,0,0,26,0,22,68,61,30,26,195,9,0,17,0,0,20,0,9,49,55,19,17,161,114.7,271.3,116,663,
1026,1400000US40131050801,"Census Tract 508.01, Rogers County, Oklahoma",2,28,9,27,12,71,0,18,76,134,27,58,361,0,23,35,40,16,59,0,9,55,67,5,52,404,3,0,7,66,6,39,3,0,69,42,31,138,274,219,423,311,1227,
1030,1400000US40131050802,"Census Tract 508.02, Rogers County, Oklahoma",18,2,3,0,10,0,0,19,57,21,12,7,326,35,2,49,0,24,9,27,8,72,38,56,6,392,18,15,33,10,40,0,28,7,77,28,66,70,259,118.6,272.4,217,867,
210,1400000US40133583100,"Census Tract 5831, Seminole County, Oklahoma",42,3,0,9,7,0,2,7,15,4,25,2,121,31,9,1,7,1,3,2,5,16,5,15,26,96,11,16,3,7,16,0,4,0,11,10,8,10,163,27.2,56.8,86,333,
211,1400000US40133583200,"Census Tract 5832, Seminole County, Oklahoma",0,6,13,23,33,27,0,17,35,36,23,13,265,22,4,13,4,18,35,5,11,89,28,10,26,393,52,26,12,2,68,5,4,22,109,46,6,41,296,149.3,319.7,119,884,
212,1400000US40133583300,"Census Tract 5833, Seminole County, Oklahoma",2,21,0,8,21,45,52,10,16,15,0,6,226,14,12,0,33,14,13,10,11,68,51,0,0,252,20,6,0,13,0,19,0,0,144,26,0,24,164,182.8,297.2,30,674,
209,1400000US40133583400,"Census Tract 5834, Seminole County, Oklahoma",42,20,25,28,67,27,3,14,93,13,0,0,401,32,35,31,6,17,28,19,34,94,58,31,16,469,20,26,20,43,39,66,8,19,71,113,39,5,451,243.8,416.2,91,1202,
213,1400000US40133583500,"Census Tract 5835, Seminole County, Oklahoma",64,6,33,35,13,19,6,18,14,5,0,0,148,45,0,15,0,31,6,6,0,22,0,23,0,138,42,0,4,0,21,38,5,0,23,0,0,5,309,103.9,58.1,28,499,
214,1400000US40133583600,"Census Tract 5836, Seminole County, Oklahoma",102,111,17,15,9,10,6,3,58,19,2,11,369,90,75,23,11,30,19,0,9,70,16,14,12,323,47,26,54,16,18,29,1,1,79,24,25,3,644,98.7,245.3,67,1055,
215,1400000US40133583700,"Census Tract 5837, Seminole County, Oklahoma",14,5,13,22,12,10,13,0,32,12,6,0,182,11,2,28,31,14,21,9,3,36,11,12,4,186,17,5,3,12,18,19,8,10,42,28,8,16,207,104,150,46,507,
216,1400000US40133583800,"Census Tract 5838, Seminole County, Oklahoma",5,18,24,33,10,15,15,8,29,3,2,35,205,14,28,32,10,14,6,2,7,48,25,0,19,343,14,36,13,14,78,13,10,12,52,65,19,17,343,100.9,209.1,92,745,
217,1400000US40133583900,"Census Tract 5839, Seminole County, Oklahoma",8,4,3,1,4,2,1,3,32,21,19,0,102,19,14,4,5,0,3,2,4,21,6,6,18,118,20,4,19,13,14,0,0,10,3,11,15,9,132,30.6,88.4,67,318,
1038,1400000US40135030101,"Census Tract 301.01, Sequoyah County, Oklahoma",27,49,13,23,23,26,50,12,66,38,14,12,497,66,57,24,31,41,45,4,25,112,61,7,24,449,29,67,28,41,34,53,0,9,105,49,24,10,553,252.3,402.7,91,1299,
218,1400000US40135030103,"Census Tract 301.03, Sequoyah County, Oklahoma",51,23,65,22,18,5,0,0,23,9,9,0,234,36,21,31,0,51,24,0,4,45,0,22,0,184,18,20,26,18,14,0,2,8,40,18,5,15,414,53.8,124.2,51,643,
219,1400000US40135030104,"Census Tract 301.04, Sequoyah County, Oklahoma",52,14,113,17,42,8,3,48,80,67,29,0,457,39,22,80,27,36,13,0,4,118,90,17,11,544,14,22,154,47,47,30,0,29,54,72,10,65,726,160.2,455.8,132,1474,
1039,1400000US40135030201,"Census Tract 302.01, Sequoyah County, Oklahoma",33,6,6,0,9,8,0,0,6,3,0,0,165,18,36,0,9,18,38,0,9,19,8,1,9,283,30,42,0,40,11,14,0,28,78,24,8,8,258,107.3,127.7,26,519,
1041,1400000US40135030202,"Census Tract 302.02, Sequoyah County, Oklahoma",74,15,7,18,4,8,0,2,53,36,54,2,368,51,42,45,10,7,9,6,35,118,3,15,27,418,44,57,53,5,27,12,8,19,81,35,24,53,459,124.2,300.8,175,1059,
220,1400000US40135030301,"Census Tract 303.01, Sequoyah County, Oklahoma",44,16,50,7,16,24,4,0,9,12,0,9,148,63,0,13,17,0,3,0,24,0,13,5,10,199,43,5,23,32,8,22,2,7,20,18,3,16,337,88.9,69.1,43,538,
221,1400000US40135030302,"Census Tract 303.02, Sequoyah County, Oklahoma",137,0,81,54,69,68,0,45,90,28,9,4,513,25,61,101,64,59,19,0,8,78,47,14,37,418,77,81,87,61,22,14,0,0,34,21,21,0,979,174.2,277.8,85,1516,
1040,1400000US40135030401,"Census Tract 304.01, Sequoyah County, Oklahoma",38,12,20,24,38,1,4,15,34,8,4,4,349,43,20,11,16,10,45,11,28,87,40,21,17,367,49,38,13,22,15,33,7,19,78,51,30,12,369,182.9,278.1,88,918,
1037,1400000US40135030402,"Census Tract 304.02, Sequoyah County, Oklahoma",70,17,49,34,67,99,0,61,125,16,51,7,333,60,21,44,0,12,25,0,0,130,16,25,0,505,60,46,78,27,23,34,0,20,55,80,70,12,608,270,391,165,1434,
236,1400000US40137000101,"Census Tract 1.01, Stephens County, Oklahoma",53,21,0,11,0,48,0,0,50,92,27,30,387,49,13,0,20,0,0,0,0,100,183,22,0,416,67,0,0,10,0,0,0,0,161,90,37,51,244,79.1,644.9,167,1135,
235,1400000US40137000102,"Census Tract 1.02, Stephens County, Oklahoma",32,0,39,62,26,15,0,10,79,10,28,14,260,28,14,4,34,7,14,10,9,92,16,21,11,286,31,15,17,10,16,41,51,0,20,18,41,26,335,169.1,215.9,141,861,
234,1400000US40137001000,"Census Tract 10, Stephens County, Oklahoma",16,10,4,8,5,12,0,9,37,10,0,13,143,28,2,10,2,6,5,2,38,33,5,5,7,192,22,0,8,9,0,0,16,0,70,24,20,23,130,96,165,68,459,
233,1400000US40137001100,"Census Tract 11, Stephens County, Oklahoma",41,2,5,5,39,110,0,9,36,38,14,36,408,39,28,14,16,45,18,27,24,91,85,2,19,405,12,16,10,16,82,10,10,41,23,97,25,63,370,264,355,159,1148,
231,1400000US40137000200,"Census Tract 2, Stephens County, Oklahoma",34,0,10,41,15,29,5,0,21,71,19,13,361,44,0,7,16,18,13,8,0,80,109,22,44,297,28,0,0,0,0,0,0,0,68,41,25,135,213,71.9,373.1,258,916,
232,1400000US40137000300,"Census Tract 3, Stephens County, Oklahoma",46,6,22,16,8,8,0,0,22,34,0,5,160,20,9,12,10,8,0,0,0,65,25,0,11,210,27,11,0,0,18,6,0,14,51,48,23,12,213,41.8,231.2,51,537,
324,1400000US40137000400,"Census Tract 4, Stephens County, Oklahoma",133,44,16,34,15,75,0,32,48,0,17,16,505,49,25,30,71,63,70,0,0,84,63,16,34,406,40,0,16,34,31,49,0,0,129,14,17,76,601,252.1,311.9,176,1341,
325,1400000US40137000600,"Census Tract 6, Stephens County, Oklahoma",48,37,87,57,68,0,0,58,19,48,0,0,215,27,16,37,26,27,20,0,7,26,17,12,0,222,29,7,25,12,47,22,0,12,50,18,0,0,550,128.5,168.5,12,859,
326,1400000US40137000800,"Census Tract 8, Stephens County, Oklahoma",39,0,0,0,0,15,7,0,33,20,84,31,326,4,17,21,0,45,14,16,4,20,52,52,81,392,4,15,56,6,72,7,0,4,85,53,55,35,279,80.8,249.2,338,947,
222,1400000US40137000901,"Census Tract 9.01, Stephens County, Oklahoma",42,0,30,58,0,9,0,27,39,36,24,12,324,42,13,27,31,25,22,8,16,38,34,11,57,469,43,7,0,39,28,0,0,24,19,115,21,173,385,115.6,271.4,298,1070,
223,1400000US40137000902,"Census Tract 9.02, Stephens County, Oklahoma",26,0,16,6,34,13,0,20,39,42,17,3,246,37,15,19,8,5,30,0,16,43,34,14,25,307,60,11,15,31,35,21,0,16,30,24,18,46,318,127.2,200.8,123,769,
630,1400000US40139950600,"Census Tract 9506, Texas County, Oklahoma",22,37,50,7,69,59,0,0,90,58,0,69,290,13,3,22,31,56,26,0,0,99,25,5,10,361,28,0,35,13,10,23,13,0,94,33,44,68,396,149.3,370.7,196,1112,
627,1400000US40139950700,"Census Tract 9507, Texas County, Oklahoma",30,6,16,7,27,0,5,13,32,21,10,19,277,51,2,28,17,10,11,5,5,71,29,7,41,362,36,29,17,30,33,7,6,0,75,51,45,33,339,69.8,261.2,155,825,
628,1400000US40139950800,"Census Tract 9508, Texas County, Oklahoma",0,34,19,43,0,119,0,137,168,67,0,19,449,6,58,36,26,34,38,0,9,165,77,0,0,450,0,0,74,17,24,0,0,17,177,80,42,19,371,371,683,80,1505,
631,1400000US40139950900,"Census Tract 9509, Texas County, Oklahoma",0,0,245,0,85,60,43,0,27,100,19,16,530,0,0,180,0,85,61,0,0,105,68,0,31,941,37,39,201,6,142,34,0,0,229,185,68,0,1020,234.1,677.9,134,2066,
629,1400000US40139951000,"Census Tract 9510, Texas County, Oklahoma",46,0,13,22,0,6,17,0,51,6,0,4,77,31,0,13,5,0,0,5,0,9,9,0,5,106,7,13,0,9,0,20,0,0,15,15,21,6,159,55.5,97.5,36,348,
224,1400000US40141070100,"Census Tract 701, Tillman County, Oklahoma",0,4,3,0,9,0,0,0,0,4,7,3,21,0,0,2,0,7,0,0,0,0,9,3,0,104,0,0,23,9,10,12,0,0,6,38,1,5,67,12.6,56.4,19,155,
225,1400000US40141070200,"Census Tract 702, Tillman County, Oklahoma",0,0,13,0,8,5,0,3,7,11,1,3,61,0,0,11,2,0,6,0,1,22,0,19,0,99,13,0,14,3,0,17,0,14,7,17,13,1,64,49.6,60.4,37,211,
226,1400000US40141070300,"Census Tract 703, Tillman County, Oklahoma",29,73,0,15,67,11,20,0,50,41,20,0,172,29,30,0,14,6,0,9,0,28,15,0,41,163,28,27,0,4,17,0,21,0,5,12,44,5,339,69.3,142.7,110,661,
227,1400000US40141070400,"Census Tract 704, Tillman County, Oklahoma",14,0,57,15,0,2,14,0,18,14,0,0,92,0,0,4,33,0,2,11,12,10,15,5,0,127,10,0,3,34,0,9,11,0,4,50,6,0,170,64.2,107.8,11,353,
228,1400000US40141070500,"Census Tract 705, Tillman County, Oklahoma",13,7,2,7,0,0,6,3,9,3,0,9,132,35,13,19,6,0,0,0,2,21,31,0,5,84,24,7,0,4,0,8,0,2,19,0,12,8,137,25.9,78.1,34,275,
978,1400000US40143000100,"Census Tract 1, Tulsa County, Oklahoma",21,12,18,22,13,11,6,6,62,6,0,0,188,24,26,0,39,32,5,0,0,43,10,5,4,188,12,17,7,19,33,24,0,14,31,15,16,0,295,79.6,153.4,25,553,
250,1400000US40143001000,"Census Tract 10, Tulsa County, Oklahoma",81,19,13,0,0,31,5,0,0,0,0,0,107,23,0,9,6,11,20,0,0,17,5,6,10,117,12,0,8,12,15,0,0,0,47,8,0,15,209,62.4,70.6,31,373,
356,1400000US40143011100,"Census Tract 111, Tulsa County, Oklahoma",5,0,0,0,25,4,0,0,10,0,0,0,63,10,0,0,10,5,15,10,0,13,0,0,0,50,0,0,0,0,5,15,0,5,21,4,0,0,60,53.4,43.6,0,157,
251,1400000US40143001200,"Census Tract 12, Tulsa County, Oklahoma",66,24,26,18,6,13,0,14,15,2,0,0,194,14,51,60,33,0,6,0,9,7,7,0,7,231,27,33,55,25,20,5,0,25,31,10,0,0,458,77.3,66.7,7,609,
885,1400000US40143001300,"Census Tract 13, Tulsa County, Oklahoma",39,13,31,35,30,6,0,12,16,7,0,0,238,41,12,23,36,70,11,0,0,20,12,13,0,262,54,0,50,31,26,15,12,0,25,17,26,6,491,62.1,90.9,45,689,
357,1400000US40143001400,"Census Tract 14, Tulsa County, Oklahoma",160,65,43,86,38,36,10,5,44,7,0,0,630,189,51,51,96,53,46,11,0,92,34,0,7,483,104,43,69,60,39,25,21,17,74,31,0,0,1147,192,261,7,1607,
260,1400000US40143001500,"Census Tract 15, Tulsa County, Oklahoma",8,31,90,93,20,0,0,7,40,0,9,25,344,15,20,97,87,33,0,20,1,23,6,0,42,218,0,0,60,42,30,9,9,7,47,6,0,8,626,64,111,84,885,
981,1400000US40143001600,"Census Tract 16, Tulsa County, Oklahoma",171,126,36,68,84,19,23,25,93,7,8,0,542,162,72,45,76,47,10,48,5,77,0,0,0,411,69,28,108,34,34,10,10,12,30,42,19,15,1160,182,229,42,1613,
982,1400000US40143001700,"Census Tract 17, Tulsa County, Oklahoma",0,0,9,24,0,0,8,0,26,13,0,0,225,46,10,0,25,13,19,0,11,68,0,23,10,121,15,19,0,0,6,11,0,20,23,0,27,0,167,80.7,118.3,60,426,
890,1400000US40143001800,"Census Tract 18, Tulsa County, Oklahoma",51,16,20,16,10,24,0,0,23,0,26,7,172,55,24,0,0,16,23,0,15,35,0,4,0,54,13,0,6,7,0,4,0,0,11,13,0,0,234,72.9,75.1,37,419,
17,1400000US40143001900,"Census Tract 19, Tulsa County, Oklahoma",29,0,0,10,5,11,16,0,46,11,4,0,93,5,5,4,12,9,10,4,0,17,10,10,7,73,9,9,16,3,5,0,0,0,9,0,18,4,121,48.2,85.8,43,298,
248,1400000US40143000200,"Census Tract 2, Tulsa County, Oklahoma",7,6,0,6,15,0,0,0,17,18,0,7,122,36,0,6,11,23,4,6,0,36,0,0,0,170,10,11,20,36,34,13,0,0,14,21,11,0,221,29.7,99.3,18,368,
1003,1400000US40143002000,"Census Tract 20, Tulsa County, Oklahoma",18,0,0,11,7,9,0,6,18,31,0,11,104,9,5,11,3,0,0,0,11,44,21,0,0,53,12,16,0,3,0,0,0,4,12,6,0,0,95,37.4,124.6,11,268,
253,1400000US40143002100,"Census Tract 21, Tulsa County, Oklahoma",40,0,33,9,7,0,0,0,0,0,0,0,72,9,44,13,0,0,6,0,0,0,0,0,0,46,9,19,0,0,0,0,8,0,0,10,0,0,183,14,10,0,207,
229,1400000US40143002301,"Census Tract 23.01, Tulsa County, Oklahoma",9,11,112,0,16,23,15,0,0,19,8,0,221,9,30,81,18,8,12,30,0,9,0,6,18,120,10,0,14,27,0,29,15,0,0,25,0,0,345,124.9,52.1,32,554,
4,1400000US40143002500,"Census Tract 25, Tulsa County, Oklahoma",0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,27,
894,1400000US40143002700,"Census Tract 27, Tulsa County, Oklahoma",19,22,54,13,27,35,0,0,43,10,0,28,207,24,11,31,33,36,14,0,9,0,39,10,0,182,29,0,14,42,63,10,0,0,16,8,0,0,418,73.9,110.1,38,640,
983,1400000US40143002900,"Census Tract 29, Tulsa County, Oklahoma",35,11,43,9,34,18,0,0,49,16,0,0,209,26,23,17,0,13,20,0,0,79,15,8,8,159,44,0,0,0,0,7,0,18,45,29,9,7,255,80.3,215.7,32,583,
884,1400000US40143000300,"Census Tract 3, Tulsa County, Oklahoma",201,77,67,63,60,29,9,10,34,0,0,0,610,262,54,28,91,33,41,8,30,50,13,0,0,524,214,19,40,79,37,24,0,26,41,12,32,0,1325,189.5,137.5,32,1684,
261,1400000US40143003000,"Census Tract 30, Tulsa County, Oklahoma",26,11,12,29,25,13,0,0,14,7,8,6,193,61,10,25,27,4,29,0,0,24,0,13,0,113,18,0,4,15,8,15,0,0,29,5,19,0,275,63.7,72.3,46,457,
959,1400000US40143003100,"Census Tract 31, Tulsa County, Oklahoma",0,0,0,0,0,0,0,0,13,0,27,37,45,0,0,0,0,0,0,0,0,6,0,8,31,33,9,0,0,0,0,0,0,0,16,0,8,0,9,3.5,31.5,111,155,
960,1400000US40143003200,"Census Tract 32, Tulsa County, Oklahoma",4,0,0,0,0,0,6,0,7,10,9,33,100,6,0,0,0,0,0,0,0,7,25,12,50,138,5,5,0,0,0,0,0,0,0,45,18,65,20,7.4,92.6,187,307,
1004,1400000US40143003300,"Census Tract 33, Tulsa County, Oklahoma",0,0,10,16,0,0,0,0,0,0,0,88,103,0,0,19,0,0,0,0,0,0,53,0,31,170,0,14,0,23,0,0,5,0,11,45,9,63,82,6.1,107.9,191,387,
10,1400000US40143003400,"Census Tract 34, Tulsa County, Oklahoma",19,0,0,10,0,9,0,21,16,17,0,0,53,10,0,0,0,0,0,0,20,18,0,0,5,109,0,8,7,15,0,0,0,20,30,9,0,20,69,76.4,83.6,25,254,
980,1400000US40143003500,"Census Tract 35, Tulsa County, Oklahoma",0,0,0,17,0,0,0,0,57,0,15,25,80,10,0,0,0,0,0,0,0,31,7,0,32,33,0,0,0,0,0,0,0,0,0,33,0,0,27,8.8,119.2,72,227,
1002,1400000US40143003600,"Census Tract 36, Tulsa County, Oklahoma",0,0,0,0,0,0,0,0,12,37,0,53,149,0,0,0,20,0,0,0,0,51,31,16,31,111,13,0,0,10,0,0,0,0,30,16,15,27,43,9.3,167.7,142,362,
254,1400000US40143003700,"Census Tract 37, Tulsa County, Oklahoma",11,6,0,6,7,21,6,0,37,15,0,20,121,8,0,0,6,16,10,18,7,18,14,16,8,71,0,0,0,6,0,0,6,4,11,12,7,25,66,78.6,100.4,76,321,
262,1400000US40143003800,"Census Tract 38, Tulsa County, Oklahoma",0,0,4,6,0,0,0,13,29,20,6,16,123,0,0,0,5,4,8,0,0,65,13,0,28,117,0,0,0,0,0,0,0,0,53,51,13,0,19,35.7,216.3,63,334,
870,1400000US40143003900,"Census Tract 39, Tulsa County, Oklahoma",15,0,0,0,58,0,0,58,86,40,16,20,227,0,0,14,0,13,0,0,162,18,0,20,0,242,47,26,43,55,0,0,0,43,0,0,28,0,271,273.4,133.6,84,762,
258,1400000US40143000400,"Census Tract 4, Tulsa County, Oklahoma",119,29,84,43,25,19,8,9,50,12,30,0,594,181,110,80,40,38,14,14,29,68,10,0,10,344,97,68,45,19,29,5,18,0,22,6,18,17,1007,130,154,75,1366,
895,1400000US40143004000,"Census Tract 40, Tulsa County, Oklahoma",0,0,46,0,0,0,0,0,45,67,22,21,327,0,40,48,10,16,0,0,0,93,62,0,58,84,0,0,0,0,0,0,0,13,43,14,14,0,160,31.1,305.9,115,612,
263,1400000US40143004101,"Census Tract 41.01, Tulsa County, Oklahoma",0,0,0,0,0,0,0,0,4,10,29,108,155,0,0,0,0,0,0,0,0,0,15,35,105,159,0,0,0,0,0,0,9,0,6,25,19,100,0,10,59,396,465,
264,1400000US40143004200,"Census Tract 42, Tulsa County, Oklahoma",0,0,15,0,0,30,0,0,11,26,30,171,183,0,5,0,7,0,31,0,0,20,12,39,69,148,0,5,0,13,0,15,0,0,0,18,6,91,45,79.1,83.9,406,614,
315,1400000US40143004301,"Census Tract 43.01, Tulsa County, Oklahoma",0,0,0,0,9,7,0,0,0,13,11,127,155,0,0,0,0,0,0,0,0,0,11,26,118,206,8,0,0,0,0,14,0,0,5,0,0,179,17,21.5,28.5,461,528,
871,1400000US40143004302,"Census Tract 43.02, Tulsa County, Oklahoma",0,15,0,0,0,0,0,11,56,0,25,101,231,0,0,0,0,0,0,10,12,0,0,0,209,156,0,0,0,0,0,0,0,0,0,0,10,146,15,38.6,50.4,491,595,
961,1400000US40143004400,"Census Tract 44, Tulsa County, Oklahoma",8,10,0,0,9,0,0,0,0,21,0,12,41,0,0,0,0,0,30,0,0,0,0,0,11,79,0,0,0,7,0,14,0,0,8,8,5,37,34,44.8,36.2,65,180,
1005,1400000US40143004500,"Census Tract 45, Tulsa County, Oklahoma",0,0,10,0,0,0,0,0,32,10,8,125,148,16,19,17,0,0,0,0,0,0,18,17,61,118,16,0,7,0,16,0,0,0,18,0,32,29,101,5,73,272,451,
984,1400000US40143004600,"Census Tract 46, Tulsa County, Oklahoma",276,109,27,31,15,0,9,0,22,0,0,0,295,159,57,0,56,0,15,0,0,8,0,0,0,256,100,44,0,11,10,24,0,0,36,31,0,0,895,54.6,90.4,0,1040,
13,1400000US40143004700,"Census Tract 47, Tulsa County, Oklahoma",13,0,24,21,49,10,0,0,55,12,21,0,170,5,15,17,22,40,22,0,0,49,0,0,0,127,8,11,23,6,15,8,5,0,38,9,0,4,269,59.2,148.8,25,502,
962,1400000US40143004800,"Census Tract 48, Tulsa County, Oklahoma",34,19,44,50,23,17,49,0,62,17,20,0,279,46,11,31,26,0,37,20,16,56,17,0,19,352,70,46,17,46,26,54,9,11,26,16,12,19,489,227.4,179.6,70,966,
1006,1400000US40143004900,"Census Tract 49, Tulsa County, Oklahoma",20,29,15,50,4,6,0,10,15,21,14,6,179,15,9,16,26,25,23,0,2,44,9,5,5,99,17,12,4,28,20,0,0,0,14,4,0,0,290,48.3,99.7,30,468,
255,1400000US40143000500,"Census Tract 5, Tulsa County, Oklahoma",194,33,18,29,22,12,0,0,5,6,16,0,271,139,39,24,32,0,0,0,13,14,5,5,0,184,76,26,16,19,9,5,0,0,15,9,9,0,676,33.4,50.6,30,790,
985,1400000US40143005001,"Census Tract 50.01, Tulsa County, Oklahoma",15,0,0,0,0,22,0,0,22,47,9,0,131,35,11,17,0,19,0,12,0,19,18,0,0,74,24,11,18,0,10,0,11,0,0,0,0,0,160,49.1,101.9,9,320,
5,1400000US40143005002,"Census Tract 50.02, Tulsa County, Oklahoma",34,0,28,48,0,8,0,15,8,47,7,38,223,0,0,0,44,0,8,0,32,59,0,14,66,149,6,0,0,31,0,0,0,0,30,0,0,82,191,72.7,134.3,207,605,
986,1400000US40143005100,"Census Tract 51, Tulsa County, Oklahoma",0,0,0,24,0,0,0,0,8,44,0,5,113,0,0,0,0,5,0,0,0,0,42,0,66,149,0,0,0,5,0,0,0,0,22,13,35,74,34,3,126,180,343,
987,1400000US40143005200,"Census Tract 52, Tulsa County, Oklahoma",9,21,11,0,0,0,0,13,48,0,53,116,149,0,18,9,0,0,0,0,11,14,11,15,71,180,11,17,0,25,0,0,0,12,19,23,8,65,121,44.1,106.9,328,600,
988,1400000US40143005300,"Census Tract 53, Tulsa County, Oklahoma",0,0,20,0,0,113,0,30,31,64,59,25,292,0,0,22,75,0,0,0,0,97,77,0,21,301,0,0,0,56,0,14,15,0,77,31,90,18,173,192.5,356.5,213,935,
230,1400000US40143005401,"Census Tract 54.01, Tulsa County, Oklahoma",0,0,0,7,0,0,19,17,16,28,101,80,303,3,7,0,12,20,0,12,12,62,52,81,42,270,2,3,0,0,21,0,5,4,32,51,88,64,75,80,230,456,841,
265,1400000US40143005402,"Census Tract 54.02, Tulsa County, Oklahoma",60,40,71,58,21,54,28,0,203,109,102,64,689,12,33,78,15,24,11,16,0,189,106,114,91,541,12,14,27,0,46,10,0,30,166,65,113,58,511,204.8,782.2,542,2040,
963,1400000US40143005500,"Census Tract 55, Tulsa County, Oklahoma",9,12,21,18,50,5,14,9,71,34,65,64,355,0,23,0,45,61,19,12,0,71,33,79,12,478,0,11,16,68,50,0,0,0,91,124,74,44,384,82.3,400.7,338,1205,
896,1400000US40143005600,"Census Tract 56, Tulsa County, Oklahoma",6,0,16,3,12,31,0,0,25,28,8,4,244,18,10,39,11,8,14,9,16,50,29,10,30,228,23,3,12,0,8,12,7,3,66,38,22,34,169,106.1,221.9,108,605,
872,1400000US40143005700,"Census Tract 57, Tulsa County, Oklahoma",31,15,48,50,28,18,0,0,24,0,0,0,326,49,43,57,54,25,7,15,10,59,0,7,0,286,29,24,23,17,32,37,10,4,58,37,15,0,525,115.1,163.9,22,826,
256,1400000US40143005801,"Census Tract 58.01, Tulsa County, Oklahoma",9,25,8,48,43,0,0,21,96,43,15,18,345,18,79,14,32,48,43,9,0,40,24,18,20,289,7,21,11,9,49,34,9,0,34,59,23,33,421,133,279,127,960,
897,1400000US40143005805,"Census Tract 58.05, Tulsa County, Oklahoma",31,35,0,68,55,77,14,0,148,54,38,156,423,0,31,0,16,43,49,16,0,132,48,57,31,517,20,0,0,17,34,20,16,0,166,12,168,64,350,236.6,515.4,514,1616,
869,1400000US40143005806,"Census Tract 58.06, Tulsa County, Oklahoma",35,11,17,37,19,24,60,17,47,59,50,44,518,22,11,14,0,29,7,22,0,131,111,105,66,707,26,0,12,8,14,0,9,0,136,152,44,306,255,170.4,604.6,615,1645,
266,1400000US40143005807,"Census Tract 58.07, Tulsa County, Oklahoma",111,0,0,0,0,34,0,92,514,312,333,220,1310,26,0,0,24,0,77,23,106,400,324,130,200,1507,0,19,0,0,0,120,64,114,247,276,270,397,180,746.1,1956.9,1550,4433,
267,1400000US40143005808,"Census Tract 58.08, Tulsa County, Oklahoma",0,0,0,13,5,36,0,6,35,66,107,34,328,0,29,13,0,4,13,0,25,50,31,63,100,370,0,26,20,15,6,7,0,28,42,19,65,142,131,127.7,230.3,511,1000,
1007,1400000US40143005900,"Census Tract 59, Tulsa County, Oklahoma",119,6,102,22,34,50,4,25,27,19,7,0,267,64,11,36,19,12,51,9,3,40,5,17,0,185,44,5,36,0,4,25,0,8,26,21,10,6,514,184.3,128.7,40,867,
259,1400000US40143000600,"Census Tract 6, Tulsa County, Oklahoma",87,9,5,23,0,0,0,0,31,0,0,0,224,72,11,34,8,29,0,0,0,36,27,7,0,157,20,0,38,4,40,7,5,0,25,18,0,0,380,21.2,127.8,7,536,
252,1400000US40143006000,"Census Tract 60, Tulsa County, Oklahoma",167,70,60,48,78,26,0,9,91,0,9,0,676,98,41,112,130,55,60,19,0,142,19,0,0,665,112,49,75,21,67,52,10,0,175,104,0,0,1183,216.8,490.2,9,1899,
