IKN_addr,general,pediatric,specialist,X,Y,med_indicator,chip_indicator
"1134 E GANSON ST,JACKSON,MI,49201-1844",1.6666666666666663,0.0,0.0,-84.39199127,42.2547855,0,1
"1135 S LAPEER RD,LAKE ORION,MI,48360-1432",2.0,0.0,0.0,-83.24107733,42.7650869,0,1
"114 ARBOR LN,ALPENA,MI,49707-1302",0.3333333333333333,0.0,1.1666666666666663,-83.46072792,45.07966781,0,1
"114 N MAIN,PERRY,MI,48872-5103",2.0,0.0,0.0,-84.21903352,42.82532576,0,1
"114 S COCHRAN AVE,CHARLOTTE,MI,48813-1510",2.526315789473684,0.3333333333333333,0.0,-84.83593134,42.56347452,0,1
"114 W 5TH ST,CLARE,MI,48617-1415",1.0,0.0,0.0,-84.7686937,43.81975972,0,1
"1140 N STATE ST STE 2805,SAINT IGNACE,MI,49781-1048",1.0,0.0,0.0,-84.72758201,45.89097494,0,1
"1140 S BELSAY RD,BURTON,MI,48509-1909",1.3333333333333333,0.0,0.0,-83.59528959,43.01513916,0,1
"11404 N STRAITS HWY,CHEBOYGAN,MI,49721-9001",1.0,0.0,0.0,-84.47816805,45.62335377,0,1
"11436 HIGHLAND RD,HARTLAND,MI,48353-2735",2.0,0.0,0.0,-83.73078825,42.63566564,0,1
"11451 JOSEPH CAMPAU ST,HAMTRAMCK,MI,48212-3040",0.6666666666666666,0.0,0.0,-83.06098108,42.4013335,0,1
"11453 15 MILE RD,STERLING HEIGHTS,MI,48312-3809",4.0,0.0,0.0,-83.01137786,42.55171453,0,1
"11470 S LEELANAU HWY STE 101,EMPIRE,MI,49630-9701",1.3333333333333333,0.0,0.0,-86.0571402,44.81462719,0,1
"11479 HIGHLAND RD,HARTLAND,MI,48353-2737",1.0,0.0,0.0,-83.73034441,42.6360723,0,1
"115 ARBOR LN,ALPENA,MI,49707-1301",0.5,0.0,0.0,-83.46068506,45.07986315,0,1
"115 MARKET PL,ALBION,MI,49224-1767",3.958333333333333,0.0,0.0,-84.75236638,42.24466875,0,1
"115 N LAKE ST,MANISTIQUE,MI,49854-1200",1.0,0.0,0.0,-86.24258222,45.95812504,0,1
"115 S PHELPS ST,DECATUR,MI,49045-1117",1.0,0.0,0.0,-85.97390841,42.10829605,0,1
"1150 MASON ST,DEARBORN,MI,48124-2801",0.2,0.3333333333333333,0.0,-83.24541338,42.30419041,0,1
"1150 N HUDSON ST,LOWELL,MI,49331-1000",0.5,0.0,0.0,-85.34589759,42.94490432,0,1
"1151 EAST PARIS AVE SE STE 100,GRAND RAPIDS,MI,49546-8369",1.1428571428571428,0.0,0.0,-85.57063904,42.94267205,0,1
"11525 HIGHLAND RD STE 11,HARTLAND,MI,48353-2726",0.0,0.0,0.3928571428571429,-83.72943461,42.63619735,0,1
"11525 HIGHLAND RD STE 21,HARTLAND,MI,48353-2726",0.5,0.0,0.0,-83.72943461,42.63619735,0,1
