BOD_addr,general,pediatric,specialist,Latitude,Longitude
"584 REYNARD COURT,BLOOMFIELD HILLS,MI,48304",1.0,0.0,0.0,42.6030589,-83.2394124
"584 S MAIN STREET,PLYMOUTH,MI,48170",1.0,0.0,0.0,42.3679201,-83.4700157
"5845 PRADO COURT,ORCHARD LAKE,MI,48324",1.0,0.0,0.0,42.583178600000004,-83.39765329999999
"5877 LIVERNOIS RD STE 102,TROY,MI,480983100",1.0,0.0,0.0,42.604631299999994,-83.1503436
"5877 LIVERNOIS RD,SUITE 106,TROY,MI,48098",0.0,0.0,1.0,42.604631299999994,-83.1503436
"5894 RYAN CT,PORTAGE,MI,49024",1.0,0.0,0.0,42.20271278,-85.61903246
"5907 OAKLAND DR,PORTAGE,MI,49024",1.0,0.0,0.0,42.23180157,-85.61390173
"591 MEGUZEE PT, UNIT 104,ELK RAPIDS,MI,496299599",1.0,0.0,0.0,44.88810172,-85.40100944
"5919 WYNDSTONE DR,STEVENVILLE,MI,49127",1.0,0.0,0.0,42.01071877,-86.50328383
"5922 COLE DR.,TRAVERSE CITY,MI,49685",1.0,0.0,0.0,44.698555799999994,-85.69498399999998
"5925 OLD OAK CT,LANSING,MI,48917",0.0,0.0,1.0,42.75961760000001,-84.63598259999998
"5926 ARBAN DRIVE,TROY,MI,48098",1.0,0.0,0.0,42.60544829999999,-83.1507204
"5939 MONTGOMERY DR.,SHELBY TWP.,MI,48316",1.0,0.0,0.0,42.6763016,-83.0528391
"5940 LIVERNOIS RD,TROY,MI,48098",1.0,0.0,0.0,42.6056446,-83.1491661
"595 N CENTER RD SUITE 5,SAGINAW,MI,48638",0.0,0.0,1.0,43.41957351,-84.01488833
"595 N CENTER RD,SAGINAW,MI,48638",1.0,0.0,0.0,43.41957351,-84.01488833
"5955 CHICAGO RD,WARREN,MI,48092",1.0,0.0,0.0,42.5276718,-83.04617540000002
"5958 N. CANTON CENTER RD,SUITE 600,CANTON,MI,48187",2.0,0.0,0.0,42.32733272,-83.48812281
"597 BALDWIN,PO BOX 47,JENISON,MI,494290047",1.0,0.0,0.0,42.90722998,-85.79318177
"6 FRANCONIAN CT,FRANKENMUTH,MI,48734",1.0,0.0,0.0,43.33805256,-83.75234575
"6 TRILLIUM CT.,FRANKENMUTH,MI,48734",1.0,0.0,0.0,43.34900068,-83.74702208
"60 DICKINSON,MOUNT CLEMENS,MI,48043",1.0,0.0,0.0,42.5960654,-82.8735871
"60 MONROE CENTER UNIT 8C,GRAND RAPIDS,MI,49503",0.0,0.0,1.0,42.96449192,-85.67229761
"600 E GRAND RIVER,SUITE 4-A,BRIGHTON,MI,48116",1.0,0.0,0.0,42.52483502,-83.77686297
"600 N OLD WOODWARD AVE STE 201,BIRMINGHAM,MI,48009",1.0,0.0,0.0,42.5517178,-83.21792940000002
"6002 THORNBERRY CT,MIDLAND,MI,48640",0.0,0.0,1.0,43.65253524,-84.24948854
"601 HARSEN RD,LAPEER,MI,48446",1.0,0.0,0.0,43.02553532,-83.44933801
"601 SOUTH SHORE DRIVE SUITE 328,BATTLE CREEK,MI,49014",1.0,0.0,0.0,42.29952404,-85.17739906
"6015 OAK TRL,WEST BLOOMFIELD,MI,48322",0.0,0.0,1.0,42.54886679999999,-83.3950661
"6020 N HAGADORN RD,EAST LANSING,MI,48826",1.0,0.0,0.0,42.744186,-84.4841
"6024 W WOODS DRIVE,EMPIRE,MI,49630",1.0,0.0,0.0,44.80644002,-85.97847233
"6032 RED ARROW HWY,STEVENSVILLE,MI,49127",1.0,0.0,0.0,42.00819166,-86.53050586
"6036 16TH AVE,HUDSONVILLE,MI,49426",0.0,0.0,1.0,42.87856748,-85.82228387
"604 AQUILA DRIVE,EAST LANSING,MI,48823",1.0,0.0,0.0,42.78635235,-84.49516161
"604 MICHIGAN AVE,EAST LANSING,MI,48823",1.0,0.0,0.0,42.73426402,-84.49126057
"6044 24 MILE RD,SHELBY TOWNSHIP,MI,48316",1.0,0.0,0.0,42.683145,-83.05256
"605 SHELDON CT,ROCHESTER,MI,48306",1.0,0.0,0.0,42.735377299999996,-83.1231248
"605 W HOUGHTON AVENUE,HOUGHTON,MI,49931",0.0,0.0,1.0,47.1203638,-88.57977477
"6051 BROOKSTONE LANE,GRAND BLANC,MI,48439",1.0,0.0,0.0,42.8821722,-83.5893507
"6078 COUNTRY RIDGE DR.,TROY,MI,48098",1.0,0.0,0.0,42.6065754,-83.1875797
"609 WEST BROWN STREET,IRON MOUNTAIN,MI,49801",1.0,0.0,0.0,45.82121176,-88.07370261
"6091 UNIVERSITY DR,DEARBORN HEIGHTS,MI,48127",1.0,0.0,0.0,42.332603799999994,-83.24933879999998
"6116 MEADOWS CT,BELMONT,MI,49306",1.0,0.0,0.0,43.074000500000004,-85.6168551
"6116 PINEWOOD DR.,MIDLAND,MI,48640",1.0,0.0,0.0,43.65254878,-84.28730290000001
"6121 S WESTNEDGE,PORTAGE,MI,49002",0.0,1.0,0.0,42.22847131,-85.58941069
"6123 COTTAGE DR,HASLETT,MI,48840",1.0,0.0,0.0,42.76079724,-84.38976599
"6138 W. BAY COURT,HUDSONVILLE,MI,49426",1.0,0.0,0.0,42.88014651,-85.82964113
"614 RIVERVIEW DRIVE,ANN ARBOR,MI,48104",0.0,1.0,0.0,42.27396456,-83.70561515
"615 LAKE SHORE,GROSSE POINTE SHORES,MI,48236",0.0,1.0,0.0,42.42577327,-82.89370698
"6150 GREENFIELD ROAD,SUITE 200,DEARBORN,MI,48126",1.0,0.0,0.0,42.3344931,-83.1955368
"6152 LAKE WALDON DR,CLARKSTON,MI,48346",1.0,0.0,0.0,42.72869,-83.39443759999997
"616 SOUTH BEACON BLVD,GRAND HAVEN,MI,49417",1.0,0.0,0.0,43.05463515,-86.22044295
"617 PENINSULA TRAIL,TRAVERSE CITY,MI,49686",1.0,0.0,0.0,44.67872454,-85.49981409
"6177 ORCHARD LAKE RD #200,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.5476454,-83.3599272
"6177 ORCHARD LAKE RD,SUITE 120,W BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.5476454,-83.3599272
"6177 ORCHARD LAKE ROAD,SUITE 200,WEST BLOOMFIELD,MI,48322",0.0,0.0,1.0,42.5476454,-83.3599272
"6177 ORCHARD LK RD STE 120,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.5476454,-83.3599272
"619 CHARING CROSS,GRAND BLANC,MI,48439",0.0,0.0,1.0,42.91910470000001,-83.6066417
"6190 OLD ORCHARD DR.,BLOOMFIELD HILLS,MI,483011471",1.0,0.0,0.0,42.5484345,-83.31483730000002
"6205 FOREST GROVE,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.5493922,-83.4055412
"6208 KALAMAZOO AVE SE,KENTWOOD,MI,49508",0.0,0.0,1.0,42.851288399999994,-85.6242495
"6213 CHICAGO RD,SUITE 100,WARREN,MI,48092",1.0,0.0,0.0,42.52501710000001,-83.04251070000002
"6220 E. GOLFRIDGE DR.,EAST LANSING,MI,48823",1.0,0.0,0.0,42.76073014,-84.44967507
"6220 HEATHFIELD DR.,EAST LANSING,MI,48823",0.0,0.0,1.0,42.77034356,-84.43817544
"6221 W. PIERSON RD.,FLUSHING,MI,48433",1.0,0.0,0.0,43.0592327,-83.8008321
"6239 VICKERY HILL CT,GRAND RAPIDS,MI,49546",1.0,0.0,0.0,42.929491999999996,-85.51501879999998
"624 S CEDAR ST,SUITE 100,MASON,MI,48854",1.0,0.0,0.0,42.57674233,-84.45293102
"6240 MCKINLEY RD,MARINE CITY,MI,48039",1.0,0.0,0.0,42.72435181,-82.57035883
"625 E LIBERTY,ANN ARBOR,MI,48104",1.0,0.0,0.0,42.27946106,-83.74171811
"626 ST MARYS AVE,MONROE,MI,48162",1.0,0.0,0.0,41.925703999999996,-83.39350400000002
"628 LAKE GERALD CT NE,SPARTA,MI,49345",1.0,0.0,0.0,43.1312701,-85.6537068
"6280 ORCHARD LAKE RD,WEST BLOOMFIELD,MI,483222387",1.0,0.0,0.0,42.5462243,-83.3616384
"630 ARROWHEAD SHORES DR,PETOSKEY,MI,49770",0.0,0.0,1.0,45.3683156,-84.9982943
"630 GLENEAGLES,SAINT CLAIR,MI,48079",1.0,0.0,0.0,42.83575425,-82.49082944
"631 E KOTT RD,MANISTEE,MI,496609236",1.0,0.0,0.0,44.28773683,-86.28992426
"6311 AMBER LANE,GRAND BLANC,MI,48439",1.0,0.0,0.0,42.9371479,-83.5887911
"6323 GLYNDEBOURNE DR,TROY,MI,48098",1.0,0.0,0.0,42.610242799999995,-83.1956407
"6323 GLYNDEBOURNE DRIVE,TROY,MI,48098",0.0,0.0,1.0,42.610242799999995,-83.1956407
"6330 ORCHARD LAKE ROAD,SUITE 130,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.5454039,-83.3616035
"6339 PHEASANT RUN,WEST BLOOMFIELD,MI,483221061",1.0,0.0,0.0,42.54658679999999,-83.4276061
"6348 WEST S AVENUE,SCHOOLCRAFT,MI,49087",1.0,0.0,0.0,42.1720828,-85.66995458
"635 W 14 MILE ROAD,CLAWSON,MI,48017",1.0,0.0,0.0,42.53287879999999,-83.1559957
"636 S INTERMEDIATE LAKE RD,CENTRAL LAKE,MI,49622",1.0,0.0,0.0,45.02632727,-85.20570176
"6366 COUNTRY RIDGE DRIVE,TROY,MI,48098",1.0,0.0,0.0,42.6110369,-83.1877094
"6400 PINE HOLLOW,EAST LANSING,MI,48823",0.0,0.0,1.0,42.76021119,-84.45521690000002
"6403 RIVERSIDE ROAD,FENNVILLE,MI,49408",0.0,1.0,0.0,42.6361271,-86.17328420000004
"6405 TELEGRAPH RD STE C-1,BLOOMFIELD HILLS,MI,48301",1.0,0.0,0.0,42.5465234,-83.28341479999997
"6405 TELEGRAPH RD STE E-2,BLOOMFIELD TWP,MI,48301",0.0,0.0,1.0,42.5465234,-83.28341479999997
"6405 TELEGRAPH RD,BLDG J-3,BLOOMFIELD HILLS,MI,48301",1.0,0.0,0.0,42.5465234,-83.28341479999997
"6405 TELEGRAPH RD,BUILDING G,BLOOMFIELD HILLS,MI,48301",1.0,0.0,0.0,42.5465234,-83.28341479999997
"6409 PRAIRIE DUNES DR,GRAND BLANC,MI,48439",1.0,0.0,0.0,42.89160047,-83.57293009
"641 MARBLEWOOD LANE,SALINE,MI,48176",0.0,0.0,1.0,42.19328705,-83.71178923
"641 PINE STREET,OWOSSO,MI,48867",1.0,0.0,0.0,43.00401948,-84.17561128
"6411 N OVERLOOK RD,NORTHPORT,MI,49670",1.0,0.0,0.0,45.07383460000001,-85.6078238
"6436 126TH AVENUE,FENNVILLE,MI,49408",0.0,0.0,1.0,42.6076602,-86.1758623
"6445 CITATION DRIVE,SUITE A,CLARKSTON,MI,48346",1.0,0.0,0.0,42.7226751,-83.4154307
"6452 MILLENNIUM #110,LANSING,MI,48917",1.0,0.0,0.0,42.7253828,-84.6431068
"6455 W CIMARRON TRAIL,FLINT,MI,48532",1.0,0.0,0.0,43.025655,-83.8064606
"6458 OLD DARBY TRAIL NE,ADA,MI,49301",1.0,0.0,0.0,42.993302299999996,-85.50929670000002
"6467 HERITAGE BLDG. 30 #104,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.55104,-83.411302
"6469 OLD DARBY TRAIL NE,ADA,MI,49301",0.0,0.0,1.0,42.995428600000004,-85.50745
"6476 ORCHARD LAKE RD,ST. C,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.5421727,-83.38137626
"6477 CHERRY MEADOW DR SE,CALEDONIA,MI,49316",1.0,0.0,0.0,42.8060135,-85.5052054
"648 PROGRESS ST #201,WEST BRANCH,MI,48661",1.0,0.0,0.0,44.26733592,-84.24258892
"648 PROGRESS ST STE 201,WEST BRANCH,MI,48661",1.0,0.0,0.0,44.26733592,-84.24258892
"64845 VAN DYKE,ROMEO,MI,48095",1.0,0.0,0.0,42.77101228,-83.01854055
"64845 VAN DYKE,WASHINGTON,MI,48095",0.0,0.0,1.0,42.77101228,-83.01854055
"65 N FROST,SAGINAW,MI,48638",1.0,0.0,0.0,43.41589391,-84.02783084
"650 E. BIG BEAVER,SUITE D,TROY,MI,48083",1.0,0.0,0.0,42.5623385,-83.1347392
"650 HURON BLVD,MARYSVILLE,MI,48040",1.0,0.0,0.0,42.91339443,-82.48868472
"650 LINCOLN LANE APT 1903,DEARBORN,MI,48126",1.0,0.0,0.0,42.31134538,-83.22157282
"6500 NORTH MAPLE RD,ANN ARBOR,MI,48105",1.0,0.0,0.0,42.371575799999995,-83.78406011
"6525 PENINSULA DR.,TRAVERSE CITY,MI,49686",0.0,0.0,1.0,44.782109999999996,-85.59013890000001
"6531 BRIDGEWATER DRIVE,WEST BLOOMFIELD,MI,48322",0.0,0.0,1.0,42.5399469,-83.4308675
"6543 28TH AVE,HUDSONVILLE,MI,49426",1.0,0.0,0.0,42.88815008,-85.85193458
"655 KENMOOR AVE SE STE 102,SUITE 102,GRAND RAPIDS,MI,49546",0.0,0.0,1.0,42.95055720000001,-85.5662614
"655 SPRING VALLEY RD,ANN ARBOR,MI,48105",1.0,0.0,0.0,42.32203776,-83.76093659
"655 W 14 MILE RD STE 200,CLAWSON,MI,48017",1.0,0.0,0.0,42.53287879999999,-83.1559957
"656 S BRADY RD APT B,DEARBORN,MI,48124",1.0,0.0,0.0,42.31432608,-83.24265376
"6561 MORSE DR,OLIVET,MI,49076",1.0,0.0,0.0,42.39033714,-84.7923974
"6567 BRIDGEWATER DR.,WEST BLOOMFIELD,MI,48322",0.0,0.0,1.0,42.5390643,-83.430867
"660 CADIEUX,GROSSE POINTE,MI,48230",1.0,0.0,0.0,42.3885865,-82.9179747
"6603 BERRY CREEK LN.,WEST BLOOMFIELD,MI,48322",0.0,0.0,1.0,42.54243220000001,-83.4365705
"662 IRVIN ST,PLYMOUTH,MI,48170",0.0,0.0,1.0,42.378781599999996,-83.47303620000002
"6621 PEAR LANE,CLARKSTON,MI,483462143",0.0,0.0,1.0,42.7348826,-83.40277950000002
"6638 ANGLING RD,PORTAGE,MI,49024",1.0,0.0,0.0,42.22046552,-85.63227899
"6645 E SHORE RD,TRAVERSE CITY,MI,49686",1.0,0.0,0.0,44.7837382,-85.5633569
"6650 EDGEWOOD ROAD,CANTON,MI,48187",1.0,0.0,0.0,42.3318237,-83.4910798
"6651 CROSSINGS CT SE,SUITE A,GRAND RAPIDS,MI,49508",1.0,0.0,0.0,42.8438111,-85.62648929999997
"6655 ALPINE NW,COMSTOCK PARK,MI,49321",1.0,0.0,0.0,43.0835536,-85.6909618
"66611 VAN DYKE,WASHINGTON,MI,48095",1.0,0.0,0.0,42.78529314,-83.01320542
"6677 CROSSINGS DR SE,GRAND RAPIDS,MI,49508",1.0,0.0,0.0,42.843258,-85.6267448
"6677 CROSSINGS DR SE,SUITE 3,GRAND RAPIDS,MI,49508",0.0,0.0,1.0,42.843258,-85.6267448
"6677 CROSSINGS DR,GRAND RAPIDS,MI,49508",1.0,0.0,0.0,42.843258,-85.6267448
"6692 SOUTH SHORE DR,BEAR LAKE,MI,49614",1.0,0.0,0.0,44.42130825,-86.16676749
"67 MICHAUX CT,GROSSE POINTE,MI,48236",0.0,0.0,1.0,42.4379367,-82.88120909999998
"670 PARK LANE RD,CHELSEA,MI,48118",1.0,0.0,0.0,42.30038963,-84.00644044
"6705 PARK AVENUE,ALLEN PARK,MI,48101",1.0,0.0,0.0,42.25694731,-83.2077009
"6714 S WESTNEDGE,PORTAGE,MI,49002",1.0,0.0,0.0,42.21978587,-85.58953832
"6720 SECTION RD,OTTAWA LAKE,MI,49267",1.0,0.0,0.0,41.73979113,-83.70377893
"6720 SECTION ROAD,OTTAWA LAKE,MI,49267",0.0,0.0,1.0,41.73979113,-83.70377893
"6770 DIXIE HWY STE 307,CLARKSTON,MI,48346",1.0,0.0,0.0,42.7233855,-83.4207176
"6770 DIXIE HWY SUITE 307,CLARKSTON,MI,48346",1.0,0.0,0.0,42.7233855,-83.4207176
"6785 MYERS LAKE RD,SUITE A,ROCKFORD,MI,49341",1.0,0.0,0.0,43.07282727,-85.50041854
"680 3 MILE ROAD NW STE B,GRAND RAPIDS,MI,49544",1.0,0.0,0.0,43.013639399999995,-85.68640959999998
"6803 DIXIE HWY,STE 1,CLARKSTON,MI,483462007",0.0,0.0,1.0,42.721778,-83.4215717
"6817 HEIRLOOM CIRCLE,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.537168,-83.4279167
"683 PLUM RIDGE DR,ROCHESTER HILLS,MI,48309",1.0,0.0,0.0,42.6897439,-83.2093897
"683 ROBINSON RD,JACKSON,MI,49203",0.0,0.0,2.0,42.23829964,-84.46242829
"683 W HURON,PONTIAC,MI,48341",1.0,0.0,0.0,42.635158399999995,-83.3176848
"68340 LOWE PLANK ROAD,LENOX TOWNSHIP,MI,48050",1.0,0.0,0.0,42.8043351,-82.7710381
"6843 NORTHWIND CT.,CLARKSTON,MI,48346",1.0,0.0,0.0,42.738343,-83.4766688
"6845 CARRINGTON CIR E,WEST BLOOMFIELD,MI,48322",0.0,0.0,1.0,42.53847879999999,-83.4107017
"686 PARKVIEW CIR,SAINT JOHNS,MI,48879",2.0,0.0,0.0,42.99630966,-84.564524
"68720 MAIN ST,RICHMOND,MI,48062",1.0,0.0,0.0,42.8073922,-82.7545587
"6883 CASCADE RD SE,SUITE D,GRAND RAPIDS,MI,49546",1.0,0.0,0.0,42.91281160000001,-85.49791479999998
"6884 NORTHCREST WAY E,CLARKSTON,MI,48346",1.0,0.0,0.0,42.7210947,-83.42451659999998
"6886 E NASHWAY DR,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.5365605,-83.39146690000003
"689 STOCKFORD DRIVE,ADRIAN,MI,49221",1.0,0.0,0.0,41.91150746,-84.04667467
"6892 PEBBLE PARK CIRCLE,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.5341783,-83.3725513
"6905 CARRINGTON CIRCLE WEST,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.5383658,-83.4141137
"693 FRANCIS ROAD,HOWELL,MI,48843",1.0,0.0,0.0,42.58295185,-83.9247902
"6947 CARRINGTON CIRCLE E,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.536840399999996,-83.4116618
"6955 HAYWARD DR.,VICKSBURG,MI,49097",1.0,0.0,0.0,42.13968696,-85.4917723
"6958 SOUTHSHORE DR,WHITEHALL,MI,49461",1.0,0.0,0.0,43.363438099999996,-86.40667883
"697 BARTON DR,ANN ARBOR,MI,48105",0.0,0.0,1.0,42.3012347,-83.7377324
"697 LEICESTER,PLYMOUTH,MI,48170",1.0,0.0,0.0,42.3786969,-83.4862845
"6973 CARLYLE CROSSING,WEST BLOOMFIELD,MI,48322",0.0,0.0,1.0,42.5333416,-83.4143703
"70 W ALEXANDRINE ST,APT 714,DETROIT,MI,48201",0.0,0.0,1.0,42.3504345,-83.0614291
"700 BASKINS PL,SAGINAW,MI,48603",1.0,0.0,0.0,43.42033999,-84.00544897
"700 MALL DRIVE,SUITE B,PORTAGE,MI,49024",1.0,0.0,0.0,42.22436448,-85.59755265
"701-B S CREYTS,LANSING,MI,48917",1.0,0.0,0.0,42.72655949,-84.64221805
"7010 SYLVANIA LN,CANTON,MI,48187",1.0,0.0,0.0,42.33403664,-83.52854094
"7021 YORKSHIRE COURT,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.534639500000004,-83.4112215
"7066 QUAIL RUN,WEST BLOOMFIELD,MI,48323",1.0,0.0,0.0,42.5631573,-83.42313850000002
"709 BALDWIN AVE,ROYAL OAK,MI,48067",1.0,0.0,0.0,42.495469799999995,-83.13677829999997
"709 E GARFIELD,CADILLAC,MI,49601",0.0,0.0,1.0,44.253566,-85.39155222
"709 LODGE LANE,KALAMAZOO,MI,49009",1.0,0.0,0.0,42.29524683,-85.66791011
"709 WESTWOOD BLVD,MONROE,MI,48161",1.0,0.0,0.0,41.92011617,-83.43106041
"7096 HIGHLAND RD,WATERFORD,MI,48327",1.0,0.0,0.0,42.66111087,-83.43712809
"7107 OAKMAN BLVD,DEARBORN,MI,48126",0.0,0.0,1.0,42.34342879999999,-83.17016120000002
"7109 LAKERIDGE PLACE,KALAMAZOO,MI,49009",0.0,0.0,1.0,42.217217299999994,-85.69072084
"711 - 7TH AVE,PO BOX 67,NORWAY,MI,49870",1.0,0.0,0.0,45.78697753,-87.90109759
"711 N. BROWN ST.,MOUNT PLEASANT,MI,48858",0.0,0.0,1.0,43.610086100000004,-84.76280216
"7113 DRIFTWOOD DR SE,ADA,MI,49301",0.0,0.0,1.0,42.9432386,-85.49311259999998
"712 W HURON,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.2822123,-83.75617690000001
"7150 DIXIE HWY,SUITE 4,CLARKSTON,MI,483462068",1.0,0.0,0.0,42.726422,-83.4305521
"717 HEALTH PARKWAY,THREE RIVERS,MI,49093",1.0,0.0,0.0,41.93266231,-85.64722074
"7178 CARLYLE CROSSING,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.530907,-83.4154696
"7184 MEADOWBROOK DR,CANTON,MI,48187",1.0,0.0,0.0,42.33647311,-83.45516557
"721 17TH STREET,JACKSON,MI,49203",1.0,0.0,0.0,42.24191846,-84.43429818
"7215 HICKORY VALLEY DRIVE,FENTON,MI,48430",1.0,0.0,0.0,42.68723174,-83.81661792
"7247 SANDPIPER ST,PORTAGE,MI,49024",1.0,0.0,0.0,42.21257222,-85.6218285
"725 CEDAR BLUFF DRIVE,HOUGHTON,MI,49931",1.0,0.0,0.0,47.11318163,-88.57907728
"725 MILFORD ROAD,MILFORD,MI,48381",1.0,0.0,0.0,42.594835499999995,-83.6066198
"728 JASPER ST,JACKSON,MI,49203",1.0,0.0,0.0,42.22272499,-84.41917241
"728 ROSE DRIVE,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.29340620000001,-83.7981877
"730 N CROOKS RD,CLAWSON,MI,48017",0.0,0.0,1.0,42.538531400000004,-83.1657396
"7300 OLD MILL ROAD,BLOOMFIELD HILLS,MI,48301",1.0,0.0,0.0,42.5325394,-83.2753407
"7300 WEST GREENWICH DRIVE,BLOOMFIELD HILLS,MI,48301",1.0,0.0,0.0,42.5339463,-83.2799234
"7305 M-36,WHITMORE LAKE,MI,48189",1.0,0.0,0.0,42.41209075,-83.78537829999998
"7327 FINNEGAN DRIVE,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.5320994,-83.3663417
"7329 OLD TIMBER TRL,NEW LOTHROP,MI,48460",1.0,0.0,0.0,43.11422139,-83.97381276
"7344 SOUTHWOOD AVENUE SW,BYRON CENTER,MI,493158278",1.0,0.0,1.0,42.8310714,-85.7382566
"7346 PARK LAKE DR,DEXTER,MI,48130",0.0,0.0,1.0,42.39622235,-83.88242382
"735 ARDMOOR DR.,BLOOMFIELD HILLS,MI,48301",1.0,0.0,0.0,42.5509751,-83.2572313
"7350 COLD SPRING LN,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.52872470000001,-83.32810759999998
"7359 CHINO VALLEY DR. SW,BYRON CENTER,MI,493158571",1.0,0.0,0.0,42.83223442,-85.69481843
"7365 CASCADE TERRACE SE,GRAND RAPIDS,MI,49546",1.0,0.0,0.0,42.91195347,-85.48716096
"7365 THORNAPPLE PINES DR,GRAND RAPIDS,MI,49546",1.0,0.0,0.0,42.9339064,-85.48627690000002
"737 WOODWARD AVE,KINGSFORD,MI,49802",1.0,0.0,0.0,45.80769803,-88.07879887
"7376 GLEN EAGLE DR,BAY CITY,MI,48706",0.0,0.0,1.0,43.52516744,-83.95518334
"7387 BRIDGE WAY W,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.5307148,-83.3737015
"739 CENTRAL DR,LAKE ORION,MI,48362",1.0,0.0,0.0,42.785929100000004,-83.25893029999997
"739 E BELTLINE NE,GRAND RAPIDS,MI,49525",0.0,0.0,1.0,42.97325157,-85.59081177
"7390 TREELINE DR SE,GRAND RAPIDS,MI,49546",1.0,0.0,0.0,42.9149939,-85.48613890000001
"740 S EMERICK ST,YPSILANTI,MI,48198",1.0,0.0,0.0,42.23036966,-83.59692405
"7404 BROWNSLAKE ROAD,JACKSON,MI,49201",1.0,0.0,0.0,42.15873082,-84.40637518
"7429 LINCOLN ST,BROWN CITY,MI,48416",1.0,0.0,0.0,43.20030311,-82.98843274
"7429 WATERMARK DRIVE,ALLENDALE,MI,49401",1.0,0.0,0.0,42.96761518,-85.96978118
"7439 MIDDLEBELT ROAD #1,WEST BLOOMFIELD,MI,48322",1.0,0.0,0.0,42.5359408,-83.3406751
"745 N. MILFORD RD.,MILFORD,MI,48381",1.0,0.0,0.0,42.59628408,-83.60666131
"7473 OAKLAND HILLS DR.,YPSILANTI,MI,48197",1.0,0.0,0.0,42.1818184,-83.60787059999998
"7474 HERBISON RD,BATH,MI,48808",0.0,0.0,1.0,42.82771897,-84.41342512
"749 E 4TH ST,ROYAL OAK,MI,48067",0.0,0.0,1.0,42.4877752,-83.1355498
"7498 LAKESHORE,PALMS,MI,48465",0.0,0.0,1.0,43.64706744,-82.60915623
"75 SCIO CHURCH ROAD,ANN ARBOR,MI,481036119",1.0,0.0,0.0,42.256613,-83.7509135
"750 EAST BELTLINE NE,SUITE 203,GRAND RAPIDS,MI,49525",1.0,0.0,0.0,42.97448557,-85.5906218
"750 OAKLEIGH DR,BLOOMFIELD,MI,48302",1.0,0.0,0.0,42.573953700000004,-83.2671689
"751 CHESTNUT STE 105,BIRMINGHAM,MI,48009",1.0,0.0,0.0,42.5449471,-83.2092827
"751 CHESTNUT STE 204,BIRMINGHAM,MI,48009",1.0,0.0,0.0,42.5449471,-83.2092827
"7550 VILLAGE CT,DAVISBURG,MI,48350",1.0,0.0,0.0,42.7467088,-83.54333759999999
"7558 M E CAD BLVD,CLARKSTON,MI,48348",1.0,0.0,0.0,42.7479794,-83.4714647
"756 RUTGERS ROAD,ROCHESTER HILLS,MI,48309",1.0,0.0,0.0,42.669908,-83.1665323
"7582 W. TUSCOLA RD.,FRANKENMUTH,MI,48734",1.0,0.0,0.0,43.33207126,-83.8075175
"760 W EISENHOWER PKWY #310,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.24457039999999,-83.7540858
"760 W EISENHOWER PKWY,STE 120,ANN ARBOR,MI,48103",0.0,0.0,1.0,42.24457039999999,-83.7540858
"760 W EISENHOWER PKWY,SUITE 210,ANN ARBOR,MI,48103",0.0,0.0,1.0,42.24457039999999,-83.7540858
"760 W EISENHOWER PKWY,SUITE 310,ANN ARBOR,MI,48103",1.0,0.0,0.0,42.24457039999999,-83.7540858
"760 W WASHINGTO ST,MARQUETTE,MI,49855",1.0,0.0,0.0,46.54556375,-87.40810208
"760 W WASHINGTON,MARQUETTE,MI,49855",1.0,0.0,0.0,46.54556375,-87.40810208
"7600 MCCARTY RD,SAGINAW,MI,48603",1.0,0.0,0.0,43.46623702,-84.05997342
"7600 MCCARTY ROAD,SAGINAW,MI,48603",1.0,0.0,0.0,43.46623702,-84.05997342
"765 S GLENHURST,BIRMINGHAM,MI,48009",1.0,0.0,0.0,42.5404961,-83.2381357
"7658 WINFIELD DR.,BRIGHTON,MI,48116",1.0,0.0,0.0,42.51197824,-83.80021740000002
"7662 HIDDEN PONDS BLVD.,BRIGHTON,MI,48114",1.0,0.0,0.0,42.58108465,-83.80013671
"7678 TOBEMORY CT,SE,ADA,MI,49301",1.0,0.0,0.0,42.9091121,-85.47808020000002
"769 YORK CREEK DR NW,COMSTOCK PARK,MI,49321",1.0,0.0,0.0,43.0408713,-85.6885182
"77 3RD ST,LAURIUM,MI,49913",1.0,0.0,0.0,47.24767176,-88.46653968
