State_County_Tract_FIPS_Code,Sum_by_tract
4025001102,1
4013071505,1
4013071511,1
4013071513,1
4013071515,1
4019004634,1
4001944902,1
4019004328,1
4013319404,1
4013810700,1
4005000400,1
4019000300,1
4013061402,1
4013116709,1
4013116729,1
4013116731,1
4013116733,1
4013420211,1
4013611800,1
4015953602,1
4001970502,1
4013107300,1
4013103210,1
4013217900,1
4015952001,1
4013093001,1
4013420707,1
4013111502,1
4007000302,1
4013615400,1
4013113801,1
4013092312,1
4005001302,1
4013109603,1
4019001700,1
4013615500,1
4013218200,1
4013816500,1
4027011501,1
4007000500,1
4013421001,1
4013103606,1
4013103614,1
4013811800,1
4019001400,1
4013811400,1
4013092705,1
4013111000,1
4013422304,1
4013319908,1
4013420301,1
4021002001,1
4013811500,1
4013614900,1
4025002002,1
4027010907,1
4027010911,1
4013092713,1
4013422640,1
4013092723,1
4027000700,1
4019004052,1
4013811600,1
4013522903,1
4013611000,1
4013619200,1
4013092718,1
4013422626,1
4027011107,1
4013421400,1
