id,,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
1400000US23009966400,,"Census Tract 9664, Hancock County, Maine",0,6,0,0,0,0,23,0,10,7,20,0,95,12,17,0,6,0,0,30,0,9,5,0,16,112,4,8,0,0,0,6,20,0,26,15,21,12,56,81.85,66.15,69,273,
1400000US23009966500,,"Census Tract 9665, Hancock County, Maine",7,16,0,4,0,25,0,0,7,22,24,14,118,3,3,0,10,0,12,0,3,23,24,14,26,231,3,4,29,17,3,8,0,13,55,40,13,46,121.5,49.55,159.95,137,468,
1400000US23009966600,,"Census Tract 9666, Hancock County, Maine",56,8,6,86,8,5,0,27,24,27,8,22,153,0,37,0,19,11,5,24,5,32,13,3,4,107,4,15,5,0,14,5,11,2,14,2,0,35,276.5,85.6,102.9,72,537,
1400000US23009966700,,"Census Tract 9667, Hancock County, Maine",55,0,0,0,23,20,9,13,12,49,41,35,287,18,0,5,0,34,12,35,21,17,58,15,72,279,21,3,31,21,0,0,20,10,57,49,22,45,227,135.18,230.82,230,823,
1400000US23009990000,,"Census Tract 9900, Hancock County, Maine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1400000US23011010100,,"Census Tract 101, Kennebec County, Maine",0,0,0,0,0,0,0,0,93,52,69,20,289,0,0,167,0,0,0,0,0,66,33,23,0,266,0,0,0,0,0,0,19,0,129,76,0,42,167,56.44,411.56,154,789,
1400000US23011010200,,"Census Tract 102, Kennebec County, Maine",0,0,39,0,11,0,0,0,10,153,0,4,80,15,0,0,0,0,0,0,0,0,0,34,31,210,0,0,0,0,92,0,0,0,0,64,54,0,157,1.3,225.7,123,507,
1400000US23011010300,,"Census Tract 103, Kennebec County, Maine",10,34,10,17,0,0,0,0,31,22,8,32,206,96,30,0,35,21,0,0,0,13,11,0,0,92,10,0,0,46,0,0,0,10,17,0,0,9,309,17.93,86.07,49,462,
1400000US23011010400,,"Census Tract 104, Kennebec County, Maine",28,106,0,0,31,0,0,0,0,2,0,0,198,27,87,0,0,10,17,0,0,47,10,0,0,92,6,39,29,0,0,0,0,0,0,5,0,13,371.5,14.61,57.89,13,457,
1400000US23011010500,,"Census Tract 105, Kennebec County, Maine",37,28,12,89,14,38,0,7,38,7,8,16,334,99,10,0,47,29,40,0,7,25,55,0,22,235,16,0,24,43,5,0,0,0,87,28,0,32,492,72.5,220.5,78,863,
1400000US23011010600,,"Census Tract 106, Kennebec County, Maine",34,38,13,7,79,20,0,0,114,110,5,95,471,13,0,43,17,19,0,19,0,92,105,98,65,431,17,0,7,24,48,0,19,4,131,105,19,57,369,95.81,613.19,339,1417,
1400000US23011010700,,"Census Tract 107, Kennebec County, Maine",0,0,12,0,0,0,0,74,0,72,13,34,172,0,0,10,0,0,0,0,0,30,60,33,39,153,0,0,0,9,0,20,0,0,33,30,11,50,41,92.19,216.81,180,530,
1400000US23011010801,,"Census Tract 108.01, Kennebec County, Maine",0,0,8,19,0,10,0,6,9,10,10,58,195,0,0,0,13,7,0,0,0,66,31,30,48,121,0,0,0,0,20,4,0,0,29,19,13,36,74,26.52,150.48,195,446,
