,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
202,1400000US32003003613,"Census Tract 36.13, Clark County, Nevada",36,0,56,48,9,116,29,0,108,103,12,11,687,61,0,84,0,42,23,29,52,260,122,14,0,790,94,0,125,46,56,74,0,11,228,148,0,8,603.5,417.3,939.2,45,2005,
214,1400000US32003003615,"Census Tract 36.15, Clark County, Nevada",57,0,34,11,17,9,8,0,28,6,10,0,191,21,0,30,43,23,0,11,0,53,0,10,0,285,76,0,62,25,0,0,11,0,19,47,7,38,379,64,148,65,656,
75,1400000US32003003616,"Census Tract 36.16, Clark County, Nevada",41,0,13,97,22,21,0,0,57,30,0,0,271,25,13,74,51,27,0,0,0,63,18,0,0,346,0,0,32,83,28,29,0,48,114,12,0,0,467.5,148.2,282.3,0,898,
76,1400000US32003003617,"Census Tract 36.17, Clark County, Nevada",0,0,0,0,0,0,11,0,12,22,0,0,98,21,7,0,0,16,16,10,0,7,21,0,0,139,20,0,0,22,0,0,22,0,50,25,0,0,78,70.45,133.55,0,282,
77,1400000US32003003618,"Census Tract 36.18, Clark County, Nevada",0,0,80,0,162,67,0,14,176,160,57,101,1005,0,64,36,0,126,0,29,46,186,217,129,172,663,18,0,13,0,46,0,28,86,156,175,39,102,378,462.9,1044.1,600,2485,
78,1400000US32003003619,"Census Tract 36.19, Clark County, Nevada",0,0,0,0,0,0,0,0,76,68,48,113,294,10,0,0,10,0,0,0,0,65,24,37,148,520,11,0,0,20,0,0,0,0,96,52,54,287,51,11.85,369.15,687,1119,
79,1400000US32003003620,"Census Tract 36.20, Clark County, Nevada",10,31,0,0,0,0,12,0,63,217,41,113,652,5,0,0,14,0,0,22,72,62,159,59,259,604,40,0,25,41,0,0,25,39,100,132,46,156,166,181.25,721.75,674,1743,
80,1400000US32003003621,"Census Tract 36.21, Clark County, Nevada",0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,
81,1400000US32003003622,"Census Tract 36.22, Clark County, Nevada",33,0,0,31,13,16,0,25,65,54,195,153,789,43,0,55,0,13,0,0,170,136,108,172,92,962,66,30,50,0,43,41,0,120,128,219,171,94,342.5,422.95,693.55,877,2336,
82,1400000US32003003623,"Census Tract 36.23, Clark County, Nevada",112,12,213,110,29,0,0,61,216,66,36,52,846,33,13,222,44,0,58,10,61,204,187,14,0,504,25,24,46,75,8,66,0,55,79,66,16,44,947.5,354.45,793.05,162,2257,
83,1400000US32003003624,"Census Tract 36.24, Clark County, Nevada",0,0,0,0,175,0,0,0,151,138,75,138,830,0,0,40,42,156,101,0,109,170,88,23,101,699,33,0,77,71,115,62,0,73,136,111,21,0,486,590.85,771.15,358,2206,
84,1400000US32003003625,"Census Tract 36.25, Clark County, Nevada",151,16,89,76,38,64,0,0,667,23,11,131,787,193,17,100,0,0,54,25,0,353,28,17,0,1123,243,0,362,49,71,139,40,15,73,31,76,24,1350.5,446.15,1120.35,259,3176,
85,1400000US32003003626,"Census Tract 36.26, Clark County, Nevada",0,111,0,0,0,0,0,27,118,49,10,37,352,0,34,0,9,0,77,0,24,84,30,17,77,458,21,35,0,0,0,46,0,0,168,87,35,66,210,192.5,517.5,242,1162,
86,1400000US32003003627,"Census Tract 36.27, Clark County, Nevada",0,0,27,80,0,59,0,0,90,20,0,0,479,0,11,46,10,0,0,9,18,81,262,42,0,215,11,0,0,0,0,38,0,0,113,35,18,0,185,138.2,586.8,60,970,
87,1400000US32003003628,"Census Tract 36.28, Clark County, Nevada",108,21,23,53,0,85,36,38,255,185,44,30,1220,85,0,194,99,0,47,0,110,310,110,191,74,1049,22,0,203,130,0,21,0,141,371,62,83,16,938,524.8,1246.2,438,3147,
88,1400000US32003003629,"Census Tract 36.29, Clark County, Nevada",29,0,55,0,120,52,47,28,330,110,0,76,764,152,29,25,55,0,123,0,49,57,102,79,93,618,14,26,0,0,110,59,2,40,18,154,103,92,500,535.25,750.75,443,2229,
89,1400000US32003003630,"Census Tract 36.30, Clark County, Nevada",0,0,39,9,16,82,81,32,51,13,56,13,486,0,0,13,0,56,94,99,48,64,29,32,51,458,0,0,0,0,52,51,52,18,101,95,67,22,123,629.8,342.2,241,1336,
90,1400000US32003003631,"Census Tract 36.31, Clark County, Nevada",0,0,15,95,46,36,0,16,91,76,0,0,353,0,0,12,0,37,56,0,0,159,48,22,19,279,0,0,50,0,32,37,0,0,119,11,11,19,229.5,220.95,485.55,71,1007,
92,1400000US32003003632,"Census Tract 36.32, Clark County, Nevada",52,0,32,40,0,8,7,0,49,0,6,29,392,0,14,16,78,17,17,0,0,121,60,40,29,253,11,35,30,0,0,11,0,24,26,39,39,38,316.5,85.3,285.2,181,868,
93,1400000US32003003633,"Census Tract 36.33, Clark County, Nevada",34,0,24,60,11,43,0,25,142,99,0,0,415,34,9,72,10,20,27,0,63,101,42,7,30,276,51,9,23,19,31,13,0,25,61,33,0,11,376,242.2,462.8,48,1129,
94,1400000US32003003634,"Census Tract 36.34, Clark County, Nevada",25,0,0,17,184,0,0,0,58,79,159,0,372,30,18,0,0,33,93,0,0,51,74,65,8,470,51,19,22,8,61,118,0,0,49,58,48,36,329,357.9,361.1,316,1364,
91,1400000US32003003635,"Census Tract 36.35, Clark County, Nevada",0,14,0,34,37,9,0,0,183,112,14,0,565,20,0,0,108,80,40,0,11,90,119,86,11,616,40,38,0,24,74,22,10,37,91,153,96,31,373.5,242.7,729.8,238,1584,
95,1400000US32003003636,"Census Tract 36.36, Clark County, Nevada",0,0,47,0,0,0,0,0,14,49,6,19,208,0,0,47,14,0,0,16,0,40,36,8,47,303,0,0,67,0,19,21,11,6,54,58,19,48,184.5,68.9,245.6,147,646,
96,1400000US32003003637,"Census Tract 36.37, Clark County, Nevada",31,0,48,0,14,11,0,53,29,93,16,0,653,0,5,42,11,107,32,0,15,187,65,176,13,461,0,0,24,10,71,0,0,13,160,75,100,8,267,238.8,590.2,313,1409,
97,1400000US32003003638,"Census Tract 36.38, Clark County, Nevada",0,0,0,14,0,28,0,0,113,21,9,39,425,97,70,0,18,13,64,0,23,75,6,49,10,424,107,44,0,7,9,36,52,31,33,51,22,32,368,256.05,287.95,161,1073,
98,1400000US32003003639,"Census Tract 36.39, Clark County, Nevada",26,0,43,28,69,12,0,57,115,91,47,43,429,27,0,44,0,65,57,17,6,172,25,3,13,447,50,17,0,39,26,100,18,0,66,49,47,35,354,364.65,500.35,188,1407,
99,1400000US32003003640,"Census Tract 36.40, Clark County, Nevada",0,16,0,99,55,29,0,80,77,8,36,25,587,0,8,17,48,62,55,0,80,248,0,37,32,364,32,16,9,12,71,36,0,23,93,67,5,0,351,417.9,472.1,135,1376,
100,1400000US32003003641,"Census Tract 36.41, Clark County, Nevada",18,49,0,29,0,64,0,6,68,48,38,0,639,62,0,0,92,47,77,0,14,127,75,103,42,633,60,0,64,88,92,15,0,0,182,80,17,35,531.5,264.35,561.15,235,1592,
101,1400000US32003003642,"Census Tract 36.42, Clark County, Nevada",0,30,0,0,0,14,0,0,73,130,37,0,468,20,29,0,0,30,6,22,14,165,142,40,0,373,31,0,7,0,21,0,23,45,41,125,35,45,142.5,163.45,662.05,157,1125,
102,1400000US32003003643,"Census Tract 36.43, Clark County, Nevada",8,34,10,38,29,0,0,133,71,74,9,9,577,18,110,0,78,100,0,0,48,182,0,0,41,474,0,0,31,101,50,86,14,0,74,82,19,17,517.5,386.85,466.65,95,1466,
103,1400000US32003003644,"Census Tract 36.44, Clark County, Nevada",58,92,32,30,113,66,0,6,42,40,21,44,540,89,20,40,10,13,150,0,35,0,84,8,91,505,54,0,58,119,0,47,0,33,60,103,8,23,665,405.1,323.9,195,1589,
484,1400000US32003003700,"Census Tract 37, Clark County, Nevada",0,42,0,0,0,77,15,0,12,0,0,0,201,8,26,0,39,0,57,0,0,71,0,0,0,234,62,0,0,66,0,87,0,0,19,0,0,0,243,241.1,96.9,0,581,
215,1400000US32003003800,"Census Tract 38, Clark County, Nevada",84,32,0,49,42,21,26,56,79,0,0,0,608,98,191,21,178,93,9,0,18,0,0,0,0,245,7,107,0,22,75,6,28,0,0,0,0,0,894,272.95,75.05,0,1242,
646,1400000US32003000401,"Census Tract 4.01, Clark County, Nevada",53,0,12,0,0,0,0,0,0,0,0,0,146,93,0,0,0,13,25,0,0,15,0,0,0,46,15,0,12,0,13,0,0,0,6,0,0,0,198,39.05,19.95,0,257,
647,1400000US32003000402,"Census Tract 4.02, Clark County, Nevada",36,20,0,20,31,0,15,0,42,18,0,0,150,18,0,43,0,17,8,0,0,45,19,0,0,245,18,17,90,17,46,7,0,0,31,19,0,0,326,82.9,168.1,0,577,
648,1400000US32003000403,"Census Tract 4.03, Clark County, Nevada",26,0,0,11,7,14,24,0,23,0,0,22,84,1,0,6,0,0,22,32,0,23,0,0,0,137,25,72,7,0,0,29,0,0,4,0,0,0,151.5,127,47.5,22,348,
243,1400000US32003004000,"Census Tract 40, Clark County, Nevada",38,0,28,67,0,7,12,0,6,0,0,0,377,70,31,61,36,57,0,10,7,32,43,30,0,263,5,0,51,59,37,0,28,6,36,41,0,0,493,120.7,154.3,30,798,
203,1400000US32003004100,"Census Tract 41, Clark County, Nevada",42,0,123,0,29,30,15,7,70,24,0,0,913,92,66,226,22,117,192,0,6,134,39,19,0,727,61,43,224,11,84,129,35,0,77,63,0,0,1025,543.05,392.95,19,1980,
216,1400000US32003004200,"Census Tract 42, Clark County, Nevada",86,48,24,0,56,122,18,60,53,44,17,0,468,95,37,41,26,76,52,9,23,79,30,0,0,503,119,50,56,23,42,35,24,0,83,60,0,11,692,440.75,338.25,28,1499,
104,1400000US32003004301,"Census Tract 43.01, Clark County, Nevada",48,54,17,25,66,19,0,0,15,0,0,0,225,35,40,40,13,70,0,0,0,13,14,0,0,64,0,6,0,38,0,0,0,0,0,13,7,0,384,88.4,53.6,7,533,
105,1400000US32003004302,"Census Tract 43.02, Clark County, Nevada",41,27,76,64,22,20,36,20,15,0,0,0,404,24,20,80,68,50,39,33,37,53,0,0,0,365,50,35,46,42,84,38,8,19,23,0,0,20,651,332.55,86.45,20,1090,
106,1400000US32003004401,"Census Tract 44.01, Clark County, Nevada",130,43,10,53,23,0,0,9,45,0,10,9,299,43,60,54,30,33,0,0,0,61,0,9,9,350,73,20,38,21,53,8,20,23,94,0,0,0,629.5,124.5,190,37,981,
107,1400000US32003004402,"Census Tract 44.02, Clark County, Nevada",123,235,45,6,50,10,0,0,36,52,0,6,495,163,70,42,19,41,50,0,0,64,26,20,0,409,44,95,66,14,55,34,13,16,45,25,0,2,995,203.25,240.75,28,1467,
485,1400000US32003004500,"Census Tract 45, Clark County, Nevada",35,52,44,121,27,19,27,0,52,26,0,0,567,26,114,37,66,54,36,114,0,40,69,11,0,552,30,110,27,63,70,34,66,74,23,35,20,0,800.5,451.25,239.25,31,1522,
108,1400000US32003004601,"Census Tract 46.01, Clark County, Nevada",108,54,88,54,39,71,0,26,125,33,16,6,555,175,33,61,0,34,19,0,0,171,54,8,0,694,174,141,28,78,40,13,0,21,175,24,0,0,1050.5,230.05,558.45,30,1869,
109,1400000US32003004602,"Census Tract 46.02, Clark County, Nevada",47,61,40,56,0,27,0,0,34,26,0,0,237,66,14,15,39,13,80,0,0,10,0,0,0,262,34,11,30,21,22,60,0,0,47,18,19,0,451.5,189.05,130.45,19,790,
271,1400000US32003004703,"Census Tract 47.03, Clark County, Nevada",125,23,63,46,72,51,0,13,93,42,0,27,563,97,14,84,78,0,139,0,0,140,11,0,0,794,104,62,116,112,160,68,21,20,91,15,14,11,1040,444.2,375.8,52,1912,
526,1400000US32003004707,"Census Tract 47.07, Clark County, Nevada",40,0,48,13,77,13,20,41,42,39,0,0,431,95,12,35,53,66,0,30,46,60,34,0,0,386,65,22,89,22,50,5,15,27,63,28,0,0,590.5,301.75,257.75,0,1150,
523,1400000US32003004709,"Census Tract 47.09, Clark County, Nevada",430,26,78,156,59,28,41,0,54,12,13,0,759,312,14,128,24,113,0,91,0,39,38,0,0,694,156,40,18,78,117,15,13,68,132,44,13,0,1604.5,411.75,307.75,26,2350,
204,1400000US32003004710,"Census Tract 47.10, Clark County, Nevada",232,129,133,65,62,78,68,0,158,91,0,0,892,170,102,97,110,63,94,46,0,188,0,0,22,655,225,40,35,39,52,81,24,0,138,21,0,0,1465.5,503.7,571.8,22,2563,
314,1400000US32003004712,"Census Tract 47.12, Clark County, Nevada",48,131,135,139,45,0,0,0,52,0,0,0,557,112,92,123,98,90,18,0,24,0,0,0,0,377,44,99,0,36,41,28,0,18,46,49,16,0,1145,180.9,142.1,16,1484,
217,1400000US32003004713,"Census Tract 47.13, Clark County, Nevada",208,50,215,45,50,15,13,0,95,0,0,0,338,80,72,143,0,10,0,21,12,0,0,0,0,444,136,25,123,0,37,48,0,13,53,9,0,0,1145.5,177.9,149.6,0,1473,
354,1400000US32003004714,"Census Tract 47.14, Clark County, Nevada",290,54,70,32,0,15,0,50,146,52,9,22,871,213,46,109,76,66,75,0,37,217,20,12,0,480,132,19,29,30,9,33,0,19,178,10,21,0,1137.5,293.55,595.95,64,2091,
313,1400000US32003004715,"Census Tract 47.15, Clark County, Nevada",129,99,56,120,53,0,0,34,137,0,25,0,750,148,60,51,167,25,0,29,51,205,0,0,14,583,62,16,11,44,0,0,0,0,252,198,0,0,1002,182.7,762.3,39,1986,
205,1400000US32003004716,"Census Tract 47.16, Clark County, Nevada",65,62,0,10,14,20,0,0,66,22,0,9,453,176,50,9,10,3,47,32,0,55,53,6,12,333,47,62,11,10,30,33,8,14,50,63,5,0,535.5,186.05,300.45,32,1054,
244,1400000US32003004717,"Census Tract 47.17, Clark County, Nevada",66,24,0,46,8,7,18,0,16,76,1,0,312,48,0,80,40,18,15,17,15,27,50,2,0,341,0,32,53,38,27,8,4,25,119,24,0,11,453.5,143.6,303.9,14,915,
505,1400000US32003004907,"Census Tract 49.07, Clark County, Nevada",0,0,12,0,0,0,0,0,36,133,7,28,249,0,0,11,31,0,18,0,10,107,0,60,12,492,26,22,0,37,0,16,16,9,249,39,44,34,139,88.6,544.4,185,957,
264,1400000US32003004910,"Census Tract 49.10, Clark County, Nevada",8,10,49,23,5,5,0,16,19,9,0,11,298,0,18,32,21,15,37,34,36,78,9,4,14,241,19,7,0,4,20,10,17,40,87,15,19,3,211,224.2,207.8,51,694,
506,1400000US32003004911,"Census Tract 49.11, Clark County, Nevada",75,51,7,43,0,51,0,25,13,0,13,8,223,31,0,0,43,0,31,0,13,69,0,36,0,242,21,15,0,39,48,36,0,18,52,13,0,0,349,204.7,140.3,57,751,
10,1400000US32003004912,"Census Tract 49.12, Clark County, Nevada",48,0,122,72,21,34,0,0,133,0,0,0,532,126,0,115,27,29,48,27,0,150,10,0,0,664,93,0,86,37,63,31,64,18,174,98,0,0,782.5,301.35,542.15,0,1626,
527,1400000US32003004914,"Census Tract 49.14, Clark County, Nevada",6,7,0,20,19,34,0,0,27,6,0,0,197,15,22,0,17,13,0,0,0,96,22,5,7,231,22,0,0,0,21,31,0,0,97,19,17,24,135.5,102.5,256,53,547,
206,1400000US32003004915,"Census Tract 49.15, Clark County, Nevada",50,23,7,11,24,37,0,39,40,5,7,47,236,0,30,0,6,49,11,0,6,34,75,6,19,302,42,12,22,10,7,77,0,12,95,5,13,7,253,230.45,245.55,99,828,
218,1400000US32003004916,"Census Tract 49.16, Clark County, Nevada",41,0,34,0,4,20,0,19,14,0,0,12,277,26,0,76,7,20,35,0,20,31,7,0,55,265,28,0,37,20,58,9,0,10,72,18,10,3,310,159.85,136.15,80,686,
1,1400000US32003004917,"Census Tract 49.17, Clark County, Nevada",0,0,0,0,0,29,0,22,130,17,18,0,241,23,0,11,15,12,49,0,28,70,8,25,0,226,11,52,10,51,0,0,0,10,83,0,9,0,179,158.15,293.85,52,683,
494,1400000US32003004918,"Census Tract 49.18, Clark County, Nevada",31,0,41,0,0,31,0,0,44,35,29,0,263,35,0,31,10,40,0,0,0,66,39,42,0,411,18,0,42,26,52,0,0,0,147,63,40,23,280,89.85,381.15,134,885,
207,1400000US32003004919,"Census Tract 49.19, Clark County, Nevada",0,0,0,0,11,0,8,0,33,23,0,28,475,0,25,0,0,9,63,24,70,98,150,10,26,423,12,12,0,0,9,0,30,14,103,56,56,131,63.5,235.2,451.3,251,1001,
219,1400000US32003004920,"Census Tract 49.20, Clark County, Nevada",17,20,154,23,49,24,30,10,35,0,0,0,534,29,19,32,32,114,25,0,117,103,26,7,30,716,50,37,151,70,33,52,75,112,62,40,34,0,732,553,256,71,1612,
367,1400000US32003004921,"Census Tract 49.21, Clark County, Nevada",324,0,71,72,49,0,0,7,0,21,0,0,572,130,0,18,139,93,0,0,0,6,22,164,0,654,35,0,104,113,94,0,0,0,162,61,59,26,1124,133.4,263.6,249,1770,
495,1400000US32003004923,"Census Tract 49.23, Clark County, Nevada",0,30,0,0,52,0,0,0,220,13,0,0,333,10,0,0,148,36,0,0,5,109,25,0,0,669,20,0,0,59,63,0,0,19,254,47,148,59,342.5,128.65,638.85,207,1317,
528,1400000US32003004924,"Census Tract 49.24, Clark County, Nevada",0,0,38,69,11,11,27,22,92,50,0,0,371,0,74,35,68,47,8,0,0,38,56,16,29,547,21,91,56,125,39,0,33,20,21,141,0,0,625.5,177.05,390.45,45,1238,
110,1400000US32003004925,"Census Tract 49.25, Clark County, Nevada",0,82,27,72,33,143,0,10,86,83,0,24,651,0,76,0,114,37,54,30,43,213,84,0,0,647,67,187,0,71,18,8,6,38,129,69,13,41,740,397.4,642.6,78,1858,
111,1400000US32003004926,"Census Tract 49.26, Clark County, Nevada",22,0,0,7,12,62,10,10,21,29,13,6,420,43,0,96,35,20,29,10,0,85,29,46,27,316,50,20,36,0,6,0,0,10,125,39,11,19,328,161.55,316.45,122,928,
534,1400000US32003000510,"Census Tract 5.10, Clark County, Nevada",132,63,46,0,10,36,19,43,72,41,0,0,543,125,39,40,49,62,34,20,18,84,72,0,0,444,25,34,74,69,29,31,18,9,77,58,0,20,746.5,290.15,392.35,20,1449,
489,1400000US32003000513,"Census Tract 5.13, Clark County, Nevada",67,22,41,80,0,0,0,0,0,0,0,0,423,33,92,141,10,61,51,0,0,35,0,0,0,435,32,59,79,109,31,47,0,0,19,49,10,0,811,146.7,100.3,10,1068,
533,1400000US32003000514,"Census Tract 5.14, Clark County, Nevada",65,90,121,119,50,43,0,35,84,36,30,72,623,240,37,27,39,52,65,0,22,109,23,9,0,506,157,0,0,48,78,28,0,44,133,0,18,0,1033,343.3,368.7,129,1874,
257,1400000US32003000515,"Census Tract 5.15, Clark County, Nevada",103,294,55,0,26,13,0,0,144,0,0,14,493,12,87,58,41,97,0,0,37,124,13,16,8,664,88,201,14,42,35,82,0,0,150,12,16,24,1074,231.9,422.1,78,1806,
172,1400000US32003000516,"Census Tract 5.16, Clark County, Nevada",49,19,78,35,40,0,86,0,84,74,14,28,483,118,0,98,78,54,11,55,0,69,0,0,0,611,40,19,174,106,42,0,29,0,129,61,11,0,882,263.1,402.9,53,1601,
173,1400000US32003000517,"Census Tract 5.17, Clark County, Nevada",99,80,0,197,23,6,0,24,122,35,0,0,673,111,0,0,171,38,92,55,17,166,0,0,23,202,12,0,0,53,0,12,27,34,37,0,0,27,753.5,313.75,343.75,50,1461,
258,1400000US32003000518,"Census Tract 5.18, Clark County, Nevada",72,29,41,137,94,86,0,0,59,0,0,0,443,67,54,64,94,41,114,0,0,9,0,0,0,573,113,95,71,55,15,91,0,0,73,32,0,28,967,373.05,165.95,28,1534,
329,1400000US32003000519,"Census Tract 5.19, Clark County, Nevada",119,0,39,31,44,18,0,0,10,0,27,0,495,140,24,54,41,46,50,7,0,30,50,53,0,456,81,26,31,73,39,64,15,19,47,27,34,0,723.5,241.85,159.65,114,1239,
649,1400000US32003000520,"Census Tract 5.20, Clark County, Nevada",31,0,0,12,17,42,0,0,10,12,0,0,196,54,25,21,27,0,21,0,0,48,0,0,0,258,12,37,37,79,10,21,0,0,50,0,12,0,348.5,102.9,114.6,12,578,
650,1400000US32003000521,"Census Tract 5.21, Clark County, Nevada",205,0,40,63,44,0,19,0,14,0,0,0,234,29,0,57,88,6,0,0,0,40,14,0,0,342,116,0,65,66,0,35,0,35,11,14,0,0,754,117.25,89.75,0,961,
651,1400000US32003000522,"Census Tract 5.22, Clark County, Nevada",36,70,74,23,25,15,0,5,41,0,0,0,291,61,46,52,54,47,12,0,5,14,0,0,0,255,82,27,16,46,35,38,0,0,5,6,0,0,640.5,131.5,63,0,835,
652,1400000US32003000523,"Census Tract 5.23, Clark County, Nevada",51,31,47,58,84,29,0,10,33,5,0,0,401,112,0,30,65,119,11,38,0,17,9,0,0,267,83,29,52,37,10,28,18,10,0,0,0,0,701.5,253,61.5,0,1016,
653,1400000US32003000524,"Census Tract 5.24, Clark County, Nevada",89,0,13,74,49,0,0,0,14,0,0,0,258,102,0,0,78,39,0,0,0,26,0,13,0,103,25,12,0,11,8,0,0,0,37,10,0,0,452,51.85,83.15,13,600,
654,1400000US32003000525,"Census Tract 5.25, Clark County, Nevada",32,0,9,60,30,0,0,38,42,0,0,0,137,28,17,0,21,16,0,0,17,38,0,0,0,250,28,51,30,37,50,0,26,0,21,7,0,0,361,134.05,102.95,0,598,
655,1400000US32003000526,"Census Tract 5.26, Clark County, Nevada",91,76,33,0,36,15,6,0,23,36,0,0,339,83,25,21,36,48,24,8,16,73,0,0,5,289,85,9,0,24,69,16,14,30,27,15,0,0,559.5,211.65,167.85,5,944,
656,1400000US32003000527,"Census Tract 5.27, Clark County, Nevada",90,0,41,18,13,22,12,12,96,6,0,0,319,95,0,5,106,6,10,0,5,51,6,0,35,567,67,0,62,154,5,24,16,0,171,21,6,41,650,128.9,335.1,82,1196,
657,1400000US32003000528,"Census Tract 5.28, Clark County, Nevada",114,37,37,67,32,10,6,22,26,13,11,10,457,62,76,77,73,30,21,22,14,26,47,0,9,427,94,60,89,41,21,14,22,0,48,33,5,0,868.5,177.5,188,35,1269,
368,1400000US32003005005,"Census Tract 50.05, Clark County, Nevada",58,25,0,0,27,0,0,0,13,0,0,20,175,35,22,0,10,102,0,0,0,6,0,0,0,350,8,100,13,9,95,80,0,7,29,0,9,0,392,201.4,45.6,29,668,
529,1400000US32003005006,"Census Tract 50.06, Clark County, Nevada",85,0,26,0,0,0,37,0,64,30,0,0,249,0,0,76,0,62,0,32,0,79,0,0,0,265,0,0,34,0,74,0,0,0,157,0,0,0,289,152,315,0,756,
273,1400000US32003005007,"Census Tract 50.07, Clark County, Nevada",33,0,11,0,0,13,0,0,41,0,0,12,137,35,0,32,0,13,13,0,0,21,14,0,9,128,0,0,20,36,0,14,0,0,0,26,15,17,173.5,49.6,98.9,53,375,
220,1400000US32003005010,"Census Tract 50.10, Clark County, Nevada",76,0,37,26,59,0,0,0,129,0,0,0,190,0,0,20,30,53,15,0,0,72,0,0,0,401,56,0,38,79,0,123,0,0,76,0,29,0,418,207.85,263.15,29,918,
221,1400000US32003005011,"Census Tract 50.11, Clark County, Nevada",12,52,0,64,62,43,11,26,29,0,0,0,297,0,36,25,75,19,39,10,10,68,7,8,0,279,27,0,23,0,24,99,10,0,38,58,0,0,366.5,307.25,193.25,8,875,
315,1400000US32003005012,"Census Tract 50.12, Clark County, Nevada",61,11,13,0,0,16,0,0,0,27,0,0,122,0,0,13,11,0,0,0,0,98,0,0,0,291,0,0,26,0,0,35,0,0,177,43,0,10,135,64.75,331.25,10,541,
112,1400000US32003005013,"Census Tract 50.13, Clark County, Nevada",0,14,161,2,0,0,45,99,86,56,29,0,450,0,39,64,6,0,44,0,55,143,78,0,21,464,38,11,0,3,0,33,56,54,132,97,40,0,338,404.05,573.95,90,1406,
113,1400000US32003005014,"Census Tract 50.14, Clark County, Nevada",187,279,0,0,0,64,0,0,79,0,0,0,668,159,198,0,0,21,26,0,0,251,0,0,13,236,16,21,12,0,0,0,0,0,158,9,20,0,882.5,124.9,472.6,33,1513,
114,1400000US32003005015,"Census Tract 50.15, Clark County, Nevada",0,0,10,118,10,27,0,9,65,49,13,51,184,0,19,9,35,0,19,0,9,36,29,11,17,366,23,17,0,115,18,18,14,0,59,79,12,11,360,118,309,115,902,
115,1400000US32003005016,"Census Tract 50.16, Clark County, Nevada",58,17,0,87,21,54,20,0,40,30,33,0,292,23,0,0,20,51,42,7,14,0,96,39,0,339,0,0,0,12,34,26,35,0,118,50,53,11,270,258.9,326.1,136,991,
116,1400000US32003005017,"Census Tract 50.17, Clark County, Nevada",26,112,14,35,17,14,0,54,129,143,100,46,511,0,34,42,24,29,48,0,34,200,80,13,7,661,0,36,14,30,0,184,0,123,150,31,86,7,390,503.95,709.05,259,1862,
369,1400000US32003005101,"Census Tract 51.01, Clark County, Nevada",132,71,0,0,54,97,15,0,252,28,0,55,500,84,0,0,89,47,61,0,28,123,30,0,38,858,115,0,174,56,74,0,0,0,97,213,0,129,808.5,312.1,719.4,222,2062,
245,1400000US32003005102,"Census Tract 51.02, Clark County, Nevada",56,0,0,13,44,32,0,12,143,10,13,43,395,8,0,27,26,41,11,32,5,102,13,20,110,428,17,0,7,44,34,13,13,4,83,24,14,175,257.5,197.9,358.6,375,1189,
265,1400000US32003005103,"Census Tract 51.03, Clark County, Nevada",0,59,0,73,35,36,0,57,42,19,0,76,445,0,0,13,0,54,34,0,18,87,60,0,179,238,0,0,0,0,53,0,0,18,41,66,18,42,216,242.5,306.5,315,1080,
530,1400000US32003005104,"Census Tract 51.04, Clark County, Nevada",0,0,0,0,0,0,22,0,0,26,24,13,179,34,0,0,0,0,0,0,0,63,24,26,32,194,25,0,0,0,0,0,0,0,31,34,4,100,59,26.7,173.3,199,458,
