,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
607,1400000US32031001010,"Census Tract 10.10, Washoe County, Nevada",0,7,0,13,0,13,0,0,0,11,23,96,133,0,6,0,0,0,13,0,0,35,19,20,40,207,0,0,0,0,0,0,0,0,7,11,40,149,26,28.1,80.9,368,503,
608,1400000US32031001011,"Census Tract 10.11, Washoe County, Nevada",11,0,0,0,0,0,0,0,0,15,29,69,241,0,0,0,0,0,0,0,0,12,22,22,185,348,16,0,0,43,0,0,0,0,0,43,52,194,70,0.6,91.4,551,713,
609,1400000US32031001012,"Census Tract 10.12, Washoe County, Nevada",87,0,4,0,0,0,0,0,12,28,8,29,111,0,0,7,0,0,0,0,0,14,34,24,32,233,1,0,8,0,0,0,0,0,22,45,86,71,107,2.4,152.6,250,512,
610,1400000US32031001013,"Census Tract 10.13, Washoe County, Nevada",0,0,0,0,20,0,0,0,0,0,0,59,502,22,0,100,0,0,0,0,0,14,16,24,326,474,42,18,0,0,17,0,0,0,66,32,0,299,200.5,22.5,124,708,1055,
611,1400000US32031001014,"Census Tract 10.14, Washoe County, Nevada",0,0,0,0,0,12,0,0,75,0,27,38,119,0,0,0,0,65,0,0,0,0,0,0,54,176,0,0,0,0,53,0,0,0,10,26,9,78,59,75.25,106.75,206,447,
612,1400000US32031001015,"Census Tract 10.15, Washoe County, Nevada",0,0,0,0,0,0,0,0,0,58,0,91,285,0,0,0,0,0,0,0,0,11,23,0,251,249,0,0,0,0,0,0,0,0,0,21,18,210,0,0.55,112.45,570,683,
278,1400000US32031001101,"Census Tract 11.01, Washoe County, Nevada",0,0,0,0,0,0,0,0,10,36,19,79,136,0,0,0,0,0,0,0,0,9,58,25,44,120,0,0,0,0,0,0,18,0,32,19,18,33,0,20.55,161.45,218,400,
303,1400000US32031001103,"Census Tract 11.03, Washoe County, Nevada",0,0,0,0,0,0,0,0,15,0,0,209,368,0,0,14,0,0,0,0,0,29,0,29,296,424,0,0,19,47,0,0,0,0,81,0,35,242,80,6.25,118.75,811,1016,
296,1400000US32031001104,"Census Tract 11.04, Washoe County, Nevada",0,0,0,19,0,0,0,0,21,41,62,107,170,0,0,0,9,0,0,0,0,44,38,30,49,385,0,0,0,0,0,10,0,0,29,94,63,189,28,14.7,262.3,500,805,
290,1400000US32031001105,"Census Tract 11.05, Washoe County, Nevada",0,0,0,0,0,0,0,0,0,14,0,105,334,11,0,0,0,0,0,0,0,43,58,89,133,281,25,0,0,0,0,0,0,0,37,10,37,172,36,4,158,536,734,
613,1400000US32031001201,"Census Tract 12.01, Washoe County, Nevada",0,0,0,10,0,12,0,0,0,19,8,57,152,0,0,0,0,0,50,0,0,36,19,12,35,80,0,0,0,0,0,11,0,0,9,8,19,33,10,75.25,88.75,164,338,
614,1400000US32031001202,"Census Tract 12.02, Washoe County, Nevada",127,0,53,0,28,56,0,32,71,35,17,11,344,67,0,39,0,0,37,0,155,27,0,0,19,314,12,0,72,0,0,33,88,55,54,0,0,0,384,477.6,179.4,47,1088,
291,1400000US32031001300,"Census Tract 13, Washoe County, Nevada",0,0,9,33,0,66,0,0,73,33,23,0,134,0,0,9,0,0,0,0,0,117,8,0,0,213,0,0,0,30,7,0,0,0,69,27,33,47,84.5,82.45,314.05,103,584,
292,1400000US32031001400,"Census Tract 14, Washoe County, Nevada",0,0,0,12,0,28,0,0,21,33,36,5,62,0,0,0,0,0,0,19,0,8,0,35,0,43,0,0,0,0,0,0,0,0,0,12,8,23,12,48.45,72.55,107,240,
615,1400000US32031001501,"Census Tract 15.01, Washoe County, Nevada",13,0,15,28,0,0,29,0,109,54,11,13,303,12,0,18,52,41,26,0,0,68,48,0,38,344,65,13,25,9,50,27,0,0,70,39,26,20,295.5,139.85,375.65,108,919,
617,1400000US32031001502,"Census Tract 15.02, Washoe County, Nevada",20,141,0,135,6,5,0,0,0,0,0,195,190,3,59,0,72,50,0,0,0,6,0,0,0,224,32,0,0,0,85,0,39,0,20,0,0,48,532.5,115.8,24.7,243,916,
618,1400000US32031001701,"Census Tract 17.01, Washoe County, Nevada",22,144,7,136,107,0,0,0,4,31,33,0,470,39,113,44,26,35,9,0,0,193,0,0,11,336,50,72,10,94,9,0,12,19,70,0,0,0,832.5,128.85,284.65,44,1290,
619,1400000US32031001702,"Census Tract 17.02, Washoe County, Nevada",283,77,0,0,0,75,0,0,90,16,11,0,486,158,0,0,24,0,64,0,38,45,57,54,46,452,91,0,0,42,49,54,0,0,57,102,57,0,699.5,265.1,357.4,168,1490,
616,1400000US32031001801,"Census Tract 18.01, Washoe County, Nevada",103,13,37,0,0,30,0,80,91,0,0,12,612,81,131,43,62,36,0,93,0,126,40,0,0,463,161,11,0,39,34,44,0,0,126,0,9,39,716,299.15,365.85,60,1441,
620,1400000US32031001802,"Census Tract 18.02, Washoe County, Nevada",0,28,54,0,20,10,0,0,97,8,0,0,262,0,26,18,0,52,8,20,0,138,0,0,0,446,0,28,28,85,57,15,37,0,148,48,0,0,331.5,173.65,419.85,0,925,
297,1400000US32031001901,"Census Tract 19.01, Washoe County, Nevada",132,43,24,32,146,22,0,0,118,0,0,10,280,58,45,0,53,77,7,0,0,31,9,0,0,230,100,0,0,35,0,8,0,0,87,0,0,0,633.5,160.3,233.2,10,1037,
293,1400000US32031001902,"Census Tract 19.02, Washoe County, Nevada",28,48,87,0,114,79,0,0,56,0,17,0,318,14,0,201,18,0,15,0,33,22,0,0,15,356,104,0,20,17,0,0,48,0,167,0,0,0,594,244.25,232.75,32,1103,
603,1400000US32031000201,"Census Tract 2.01, Washoe County, Nevada",114,22,29,90,62,0,0,32,30,13,0,0,375,26,49,0,139,27,0,0,0,17,117,0,0,269,11,9,15,0,46,32,0,0,16,140,0,0,571.5,134.65,329.85,0,1036,
604,1400000US32031000202,"Census Tract 2.02, Washoe County, Nevada",38,26,0,56,9,0,0,0,0,13,0,0,233,22,0,0,27,0,103,0,13,68,0,0,0,42,21,0,0,0,0,0,0,12,9,0,0,0,194.5,136.35,86.15,0,417,
286,1400000US32031002103,"Census Tract 21.03, Washoe County, Nevada",0,0,31,0,9,0,9,0,78,9,8,37,128,0,0,17,0,8,19,0,0,27,0,7,50,129,0,0,0,0,16,18,0,0,19,0,26,50,64.5,68.7,126.8,178,438,
304,1400000US32031002104,"Census Tract 21.04, Washoe County, Nevada",0,0,0,33,0,0,0,0,30,0,0,11,157,0,0,0,21,0,0,0,0,37,0,8,91,71,7,0,0,20,0,0,0,0,39,0,0,5,81,5.3,100.7,115,302,
275,1400000US32031002105,"Census Tract 21.05, Washoe County, Nevada",26,0,0,21,0,52,40,0,83,47,26,49,435,22,0,0,10,10,48,38,0,37,251,0,19,257,19,0,0,0,57,41,37,0,38,49,0,16,131.5,297.4,497.1,110,1036,
298,1400000US32031002106,"Census Tract 21.06, Washoe County, Nevada",9,14,117,0,28,0,44,0,39,75,16,0,303,16,0,57,0,23,30,73,9,9,62,15,9,196,0,0,19,17,12,30,27,19,16,32,8,16,280.5,266.7,229.8,64,841,
621,1400000US32031002107,"Census Tract 21.07, Washoe County, Nevada",41,6,40,17,38,0,0,11,11,3,0,3,158,39,0,15,39,9,3,2,15,36,0,0,0,113,11,8,13,17,9,6,0,9,34,6,0,0,274,78.05,85.95,3,441,
299,1400000US32031002204,"Census Tract 22.04, Washoe County, Nevada",76,105,0,50,57,46,68,68,123,0,20,9,427,47,24,0,107,123,0,0,26,65,0,35,0,301,46,45,7,10,42,9,0,0,67,34,20,21,628,340.75,276.25,105,1350,
312,1400000US32031002205,"Census Tract 22.05, Washoe County, Nevada",81,0,0,0,0,22,0,0,100,71,0,111,377,60,0,0,0,0,41,42,12,185,0,0,37,134,0,0,0,0,0,21,0,0,113,0,0,0,141,157.9,449.1,148,896,
622,1400000US32031002206,"Census Tract 22.06, Washoe County, Nevada",0,0,50,106,26,0,0,25,73,40,98,115,915,41,0,128,267,0,17,0,0,105,187,35,135,553,48,0,55,85,0,31,0,126,21,30,60,97,793,221.95,446.05,540,2001,
623,1400000US32031002207,"Census Tract 22.07, Washoe County, Nevada",13,0,0,28,23,0,0,0,54,63,145,260,441,0,0,0,0,0,17,0,14,44,148,27,191,395,7,0,0,0,0,51,0,0,0,118,62,157,59.5,98.4,422.1,842,1422,
624,1400000US32031002208,"Census Tract 22.08, Washoe County, Nevada",0,0,0,0,0,0,34,0,12,40,65,64,123,0,0,0,0,0,0,0,0,0,31,72,20,101,0,0,0,0,0,0,0,0,0,26,31,44,0,34.6,108.4,296,439,
625,1400000US32031002209,"Census Tract 22.09, Washoe County, Nevada",24,0,0,0,0,0,0,0,89,72,119,274,786,24,0,0,14,69,140,0,0,15,102,75,347,822,0,18,0,13,47,52,0,0,70,134,114,374,151,258.7,473.3,1303,2186,
626,1400000US32031002210,"Census Tract 22.10, Washoe County, Nevada",0,0,0,23,0,19,0,0,0,15,41,25,231,0,0,0,21,0,0,0,0,0,24,80,106,291,0,5,11,21,0,0,0,0,47,38,12,157,81,21.35,121.65,421,645,
627,1400000US32031002211,"Census Tract 22.11, Washoe County, Nevada",28,18,0,48,76,85,10,0,14,0,0,0,402,44,8,50,102,28,133,0,0,17,20,0,0,390,19,0,77,49,163,82,0,0,0,0,0,0,576.5,445.05,49.45,0,1071,
628,1400000US32031002212,"Census Tract 22.12, Washoe County, Nevada",137,53,51,101,72,21,0,0,135,11,0,44,664,103,77,113,131,20,0,0,0,174,25,0,21,373,15,77,106,75,73,0,10,0,15,2,0,0,1121.5,129.7,345.8,65,1662,
629,1400000US32031002301,"Census Tract 23.01, Washoe County, Nevada",0,0,0,0,0,0,0,0,0,35,40,164,372,0,0,0,17,0,0,0,0,161,0,59,135,450,35,0,0,0,0,0,0,21,50,14,42,288,52,31.55,249.45,728,1061,
630,1400000US32031002302,"Census Tract 23.02, Washoe County, Nevada",0,0,0,0,0,0,0,0,52,18,19,20,101,0,0,0,0,0,0,0,0,24,0,70,7,112,0,0,0,0,0,0,0,0,50,0,6,56,0,6.3,137.7,178,322,
305,1400000US32031002401,"Census Tract 24.01, Washoe County, Nevada",31,20,0,11,46,0,0,0,44,0,48,60,252,60,0,28,0,45,0,0,0,27,0,20,72,213,5,39,0,0,38,27,0,0,50,9,19,26,258.5,97.55,123.95,245,725,
283,1400000US32031002406,"Census Tract 24.06, Washoe County, Nevada",0,0,11,8,14,13,49,15,157,54,0,70,409,28,24,20,62,17,28,24,22,154,11,0,19,334,8,8,6,11,10,0,14,52,131,36,11,47,206.5,259.6,520.9,147,1134,
631,1400000US32031002407,"Census Tract 24.07, Washoe County, Nevada",93,0,0,0,0,0,0,0,85,77,21,44,233,0,0,0,17,0,31,0,0,45,30,73,37,348,12,0,6,78,16,32,0,0,41,45,61,57,214,79.55,314.45,293,901,
632,1400000US32031002408,"Census Tract 24.08, Washoe County, Nevada",0,0,0,13,0,0,0,0,10,44,96,72,245,0,0,0,6,13,17,0,0,24,92,55,38,227,0,0,0,0,27,16,0,0,0,90,10,84,39,54.7,258.3,355,707,
633,1400000US32031002409,"Census Tract 24.09, Washoe County, Nevada",0,0,0,0,0,15,30,8,13,69,27,123,415,0,10,0,0,0,0,46,8,91,72,92,96,364,11,10,0,0,0,11,42,0,75,40,103,72,31,168.95,351.05,513,1064,
634,1400000US32031002410,"Census Tract 24.10, Washoe County, Nevada",0,0,30,0,0,0,0,0,152,0,13,0,308,7,0,36,14,10,0,0,0,135,0,73,33,270,0,0,0,16,7,34,0,74,35,56,28,20,111.5,132.6,361.9,167,773,
635,1400000US32031002411,"Census Tract 24.11, Washoe County, Nevada",26,31,54,0,0,8,0,0,212,53,36,42,453,46,0,25,0,7,27,0,0,187,93,49,19,234,0,10,46,0,0,13,0,0,55,25,61,24,241.5,74.2,602.3,231,1149,
636,1400000US32031002412,"Census Tract 24.12, Washoe County, Nevada",0,9,0,0,0,0,0,0,24,35,44,91,288,40,0,10,0,0,35,0,0,47,70,20,66,185,11,0,10,0,0,0,0,8,27,26,38,65,80,47.9,224.1,324,676,
287,1400000US32031002500,"Census Tract 25, Washoe County, Nevada",12,0,0,0,0,0,0,0,0,0,109,33,262,0,0,0,0,0,0,0,0,103,0,0,159,321,1,0,0,0,0,0,0,0,67,115,0,138,13,8.5,276.5,439,737,
300,1400000US32031002603,"Census Tract 26.03, Washoe County, Nevada",0,0,0,0,0,0,0,0,58,20,15,30,132,0,0,0,8,0,7,0,0,43,0,43,31,133,0,0,0,0,0,4,0,0,27,0,60,42,8,17.4,141.6,221,388,
637,1400000US32031002610,"Census Tract 26.10, Washoe County, Nevada",0,0,0,127,0,0,0,19,250,74,39,0,548,0,34,0,149,0,9,0,23,135,152,26,20,541,83,0,0,36,0,34,45,0,145,79,23,96,429,156.5,808.5,204,1598,
638,1400000US32031002611,"Census Tract 26.11, Washoe County, Nevada",135,128,17,91,0,54,13,44,106,62,71,32,586,59,85,0,93,0,14,12,39,147,73,0,64,517,78,0,18,109,0,0,36,39,81,93,13,50,813,267.7,545.3,230,1856,
661,1400000US32031002612,"Census Tract 26.12, Washoe County, Nevada",0,0,0,22,0,0,0,0,216,148,32,22,249,0,0,24,0,34,8,14,0,32,120,7,10,233,3,0,13,0,26,0,7,0,85,32,39,28,92,75.65,616.35,138,922,
663,1400000US32031002613,"Census Tract 26.13, Washoe County, Nevada",35,0,25,93,20,0,17,15,198,107,0,12,614,41,0,0,75,0,0,15,42,276,111,44,10,503,7,0,0,31,0,0,0,20,256,115,57,17,317,155.5,1026.5,140,1639,
664,1400000US32031002614,"Census Tract 26.14, Washoe County, Nevada",0,0,0,82,60,5,0,25,46,37,0,25,415,16,8,0,0,0,55,9,9,185,119,14,0,339,15,20,0,8,0,9,20,21,188,47,11,0,179,203.95,601.05,50,1034,
665,1400000US32031002615,"Census Tract 26.15, Washoe County, Nevada",0,0,19,0,23,36,17,12,80,53,16,30,275,0,2,5,0,0,23,8,0,37,62,68,70,319,0,2,11,43,0,56,9,38,0,87,24,49,93.5,216.35,313.15,257,880,
662,1400000US32031002616,"Census Tract 26.16, Washoe County, Nevada",60,42,0,42,27,107,0,0,140,44,0,14,433,22,60,0,51,47,27,0,0,158,68,0,0,516,14,22,20,170,68,0,0,0,93,129,0,0,574,224.55,612.45,14,1425,
666,1400000US32031002617,"Census Tract 26.17, Washoe County, Nevada",80,38,0,42,0,104,83,0,117,73,49,30,564,71,10,27,96,9,89,13,16,146,67,6,14,433,16,0,78,42,20,35,9,60,87,71,15,0,514.5,441,543.5,114,1613,
667,1400000US32031002618,"Census Tract 26.18, Washoe County, Nevada",0,0,0,0,0,0,0,19,151,61,31,16,399,0,0,0,0,52,33,0,18,141,80,75,0,489,0,0,0,0,52,19,50,0,124,61,111,72,52,211.8,597.2,305,1166,
668,1400000US32031002619,"Census Tract 26.19, Washoe County, Nevada",0,108,28,10,0,129,0,0,147,18,0,0,538,0,76,0,20,0,59,0,69,282,17,15,0,432,0,56,0,97,0,121,0,0,158,0,0,0,395,407.35,592.65,15,1410,
669,1400000US32031002703,"Census Tract 27.03, Washoe County, Nevada",14,55,33,61,0,24,0,47,22,91,0,0,263,0,43,98,56,11,23,0,15,17,0,0,0,130,0,0,59,0,11,0,0,37,23,0,0,0,430,160.1,149.9,0,740,
670,1400000US32031002704,"Census Tract 27.04, Washoe County, Nevada",53,21,21,0,61,91,44,0,42,19,17,0,395,40,38,36,13,0,178,0,26,32,24,8,0,527,30,0,53,39,0,181,0,103,99,22,0,0,374.5,662.15,229.35,25,1291,
671,1400000US32031002705,"Census Tract 27.05, Washoe County, Nevada",44,18,119,0,5,15,0,13,114,86,74,0,457,20,8,79,62,0,14,0,0,161,47,66,0,371,21,9,139,5,12,9,0,0,77,36,51,12,532.5,77.1,503.4,203,1316,
672,1400000US32031002706,"Census Tract 27.06, Washoe County, Nevada",0,0,0,49,93,7,0,114,65,17,11,0,464,0,0,50,31,83,70,0,74,52,58,46,0,450,43,0,54,48,29,0,0,49,74,14,120,19,377.5,426.05,270.45,196,1270,
673,1400000US32031002707,"Census Tract 27.07, Washoe County, Nevada",25,0,16,0,127,46,0,0,129,52,11,0,425,47,28,15,30,64,37,53,16,46,74,15,0,438,38,120,0,21,38,41,52,19,80,0,23,6,454.5,391.25,368.25,55,1269,
288,1400000US32031002801,"Census Tract 28.01, Washoe County, Nevada",0,0,0,0,64,26,0,0,48,13,15,15,286,0,0,43,32,22,0,57,0,87,31,14,0,543,22,11,99,135,43,42,8,0,98,69,16,0,406.5,209.15,334.35,60,1010,
289,1400000US32031002802,"Census Tract 28.02, Washoe County, Nevada",87,10,64,103,15,46,0,81,211,12,20,0,630,54,21,106,116,120,45,0,59,100,0,0,9,440,27,11,0,45,117,0,0,0,200,11,0,29,770,382.55,508.45,58,1719,
301,1400000US32031002901,"Census Tract 29.01, Washoe County, Nevada",0,0,0,0,25,22,0,11,81,46,17,42,267,0,0,12,36,22,22,0,0,105,37,8,25,359,0,0,16,36,69,26,0,12,87,72,8,33,158,164.65,414.35,133,870,
302,1400000US32031002902,"Census Tract 29.02, Washoe County, Nevada",0,0,0,0,12,10,9,0,57,0,0,71,456,0,14,0,0,151,0,0,0,228,0,0,63,378,8,28,0,0,41,78,0,0,145,78,0,0,152,220.5,486.5,134,993,
281,1400000US32031000300,"Census Tract 3, Washoe County, Nevada",0,0,0,22,0,0,0,0,18,36,70,0,137,0,21,0,42,18,0,0,0,27,0,16,13,49,0,12,0,22,0,0,0,0,0,0,0,15,128,11.25,78.75,114,332,
308,1400000US32031003000,"Census Tract 30, Washoe County, Nevada",120,15,14,0,54,0,0,34,146,0,0,0,516,68,105,107,0,21,0,0,0,166,28,21,0,626,54,51,118,0,21,0,0,13,313,0,13,43,700,126.25,621.75,77,1525,
284,1400000US32031003101,"Census Tract 31.01, Washoe County, Nevada",56,0,0,11,0,23,0,0,0,144,26,0,229,48,18,0,19,32,0,0,0,73,16,23,0,143,10,0,0,16,0,0,0,0,100,0,0,17,194,47.65,324.35,66,632,
309,1400000US32031003105,"Census Tract 31.05, Washoe County, Nevada",23,15,0,0,43,0,0,0,81,61,21,9,149,6,0,10,0,0,0,0,0,72,19,7,35,189,0,0,25,0,0,0,0,26,39,37,14,48,100.5,57.1,299.4,134,591,
279,1400000US32031003106,"Census Tract 31.06, Washoe County, Nevada",0,0,0,14,0,0,53,65,164,74,21,156,589,0,29,0,0,0,75,85,0,288,51,0,61,420,0,29,0,45,12,26,37,27,110,60,59,15,123,402.1,718.9,312,1556,
280,1400000US32031003108,"Census Tract 31.08, Washoe County, Nevada",12,0,0,0,0,28,0,0,11,25,29,63,191,0,0,0,0,60,11,0,58,0,24,29,9,376,0,0,0,0,0,7,0,58,60,85,111,55,42,195.55,201.45,296,735,
674,1400000US32031003109,"Census Tract 31.09, Washoe County, Nevada",0,0,0,0,34,0,0,0,109,16,0,109,195,0,0,0,0,34,0,0,0,8,33,17,103,188,0,0,0,0,30,0,0,0,35,11,0,112,49,56.6,204.4,341,651,
675,1400000US32031003110,"Census Tract 31.10, Washoe County, Nevada",0,0,0,0,155,0,17,0,50,130,17,12,233,0,0,0,0,20,0,15,0,26,128,44,0,509,0,0,0,0,21,0,32,0,90,214,66,86,98,170.3,629.7,225,1123,
310,1400000US32031003202,"Census Tract 32.02, Washoe County, Nevada",0,0,18,0,116,0,0,0,25,28,0,107,345,0,0,0,0,107,0,0,0,35,50,143,10,216,24,0,17,26,0,29,0,0,0,36,65,19,196.5,143.5,171,344,855,
676,1400000US32031003203,"Census Tract 32.03, Washoe County, Nevada",22,0,0,0,0,0,0,0,41,0,0,109,237,14,0,0,0,0,0,0,0,0,0,27,196,466,26,0,0,0,0,0,0,0,64,31,79,266,62,5.25,130.75,677,875,
677,1400000US32031003204,"Census Tract 32.04, Washoe County, Nevada",17,0,0,0,0,0,0,0,0,7,15,0,106,32,0,0,0,0,0,0,0,0,0,0,74,71,0,0,0,0,0,11,0,0,0,17,0,43,49,11,24,132,216,
678,1400000US32031003305,"Census Tract 33.05, Washoe County, Nevada",0,0,0,0,0,0,0,0,16,6,0,30,60,0,0,0,7,0,12,0,0,0,24,0,17,102,0,13,0,0,7,12,0,6,0,41,4,19,23.5,34.3,86.2,70,214,
679,1400000US32031003306,"Census Tract 33.06, Washoe County, Nevada",16,27,20,15,0,0,0,0,30,0,6,22,212,20,12,25,0,23,0,0,0,75,11,0,46,83,0,36,0,0,21,0,0,0,14,12,0,0,193,27.95,136.05,74,431,
680,1400000US32031003307,"Census Tract 33.07, Washoe County, Nevada",0,0,0,0,0,10,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,5,0,20,19,0,31.25,4.75,39,75,
681,1400000US32031003308,"Census Tract 33.08, Washoe County, Nevada",0,0,0,0,0,0,0,0,0,20,0,2,84,0,0,0,0,7,0,0,0,0,17,20,40,111,0,0,0,0,6,0,0,0,0,36,22,47,6.5,6.5,73,131,217,
682,1400000US32031003309,"Census Tract 33.09, Washoe County, Nevada",0,0,0,0,0,0,0,0,0,0,0,49,67,0,0,0,0,0,0,0,0,0,0,0,67,125,0,0,0,0,0,0,0,0,19,0,40,66,0,0.95,18.05,222,241,
306,1400000US32031003501,"Census Tract 35.01, Washoe County, Nevada",17,23,22,21,0,24,8,0,38,0,7,53,237,27,10,0,21,4,6,0,0,36,35,61,37,266,39,6,0,38,0,30,0,0,16,102,21,14,226,74.5,222.5,193,716,
294,1400000US32031003503,"Census Tract 35.03, Washoe County, Nevada",31,0,0,83,65,17,20,0,46,48,0,66,447,27,0,0,147,9,13,0,0,74,124,28,25,280,0,0,28,8,8,12,0,0,60,70,44,50,365,112,413,213,1103,
311,1400000US32031003504,"Census Tract 35.04, Washoe County, Nevada",0,0,65,0,0,0,0,0,30,52,242,71,564,0,0,66,0,0,23,0,0,52,104,220,99,728,0,21,0,0,0,0,0,14,88,250,211,144,152,45.5,567.5,987,1752,
307,1400000US32031003507,"Census Tract 35.07, Washoe County, Nevada",0,0,0,27,0,0,47,0,66,66,34,65,298,0,0,0,10,0,0,38,0,80,71,27,72,393,0,0,0,31,0,0,7,0,192,40,52,71,68,108.9,498.1,321,996,
683,1400000US32031003508,"Census Tract 35.08, Washoe County, Nevada",0,0,0,0,11,0,0,98,37,35,99,67,266,0,0,0,0,0,0,0,54,70,26,28,88,146,0,0,0,0,0,0,0,0,54,17,48,27,5.5,165.55,230.95,357,759,
684,1400000US32031003509,"Census Tract 35.09, Washoe County, Nevada",0,46,0,14,0,0,30,11,133,198,139,70,563,13,66,0,12,0,0,0,24,29,152,59,208,573,67,0,23,0,22,0,33,16,73,124,90,125,252,136.75,697.25,691,1777,
685,1400000US32031003510,"Census Tract 35.10, Washoe County, Nevada",0,27,0,0,0,25,56,0,71,25,42,53,236,0,52,12,0,0,15,28,19,59,12,32,7,313,47,0,29,0,0,0,0,19,79,31,57,51,167,172.45,266.55,242,848,
686,1400000US32031003511,"Census Tract 35.11, Washoe County, Nevada",0,0,11,0,0,19,13,0,94,106,127,59,530,18,0,0,0,0,8,34,0,163,130,141,36,461,10,0,0,0,0,0,0,0,36,103,208,104,39,88.65,617.35,675,1420,
687,1400000US32031003512,"Census Tract 35.12, Washoe County, Nevada",0,0,0,10,0,0,8,0,13,83,88,97,329,17,0,0,9,0,19,7,0,54,90,31,102,517,48,0,23,0,0,0,8,0,106,35,53,244,107,50.65,372.35,615,1145,
355,1400000US32031003513,"Census Tract 35.13, Washoe County, Nevada",0,0,0,0,0,0,0,0,46,50,21,23,242,0,0,0,0,0,0,0,0,45,127,33,37,171,0,0,0,0,0,0,0,0,37,23,35,76,0,6.4,321.6,225,553,
356,1400000US32031003514,"Census Tract 35.14, Washoe County, Nevada",0,0,0,0,0,0,0,0,23,0,42,60,224,0,0,0,0,0,0,0,0,49,25,94,56,180,0,0,0,0,0,0,0,0,37,39,0,104,0,5.45,167.55,356,529,
357,1400000US32031003515,"Census Tract 35.15, Washoe County, Nevada",0,0,0,149,0,0,0,0,7,37,38,248,1152,0,0,0,425,0,11,0,0,89,228,38,361,793,0,0,43,153,0,24,0,0,89,116,65,303,770,44.25,556.75,1053,2424,
285,1400000US32031000400,"Census Tract 4, Washoe County, Nevada",0,34,60,0,0,21,0,0,3,26,11,104,202,0,0,0,7,0,0,0,0,37,0,63,95,293,27,0,18,7,30,21,0,0,19,17,53,101,168,59.95,99.05,427,754,
277,1400000US32031000700,"Census Tract 7, Washoe County, Nevada",14,18,10,97,34,59,0,0,0,14,0,31,281,0,0,43,146,0,37,0,0,55,0,0,0,233,0,0,0,70,0,0,0,0,87,10,0,66,415,120.1,158.9,97,791,
282,1400000US32031000900,"Census Tract 9, Washoe County, Nevada",50,175,59,111,48,24,0,0,34,0,0,0,359,71,61,0,21,51,0,44,7,104,0,0,0,427,71,47,0,30,121,23,0,18,68,49,0,0,806,236.3,244.7,0,1287,
358,1400000US32031940200,"Census Tract 9402, Washoe County, Nevada",4,7,8,8,4,34,0,12,16,25,12,10,97,5,9,0,5,4,16,0,15,28,4,0,11,96,4,11,4,10,18,6,0,14,20,0,0,9,88,113.2,89.8,42,333,
359,1400000US32031980000,"Census Tract 9800, Washoe County, Nevada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
360,1400000US32031980100,"Census Tract 9801, Washoe County, Nevada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
